"MAKEID","MODELID","ODSMAKEID","ODSMODELID"
"20000030","20000548","20030","21742"
"20000030","20000581","20030","21775"
"20000030","20000594","20030","21789"
"20000030","20000659","20030","21854"
"20000030","20000849","20030","22047"
"20000030","20000999","20030","22198"
"20000030","20001008","20030","22207"
"20000030","20001338","20030","20392"
"20000030","20001818","20030","20876"
"20000030","20001953","20030","21011"
"20000030","20001978","20030","21037"
"20000030","20002001","20030","21060"
"20000030","20002030","20030","21089"
"20000030","20002129","20030","21189"
"20000030","20002395","20030","35966"
"20000030","20002456","20030","45843"
"20000030","30033893","20030","30033893"
"20000030","34227059","20030","34227059"
"20000031","20000166","20031","21358"
"20000031","20000180","20031","21373"
"20000031","20000190","20031","21383"
"20000031","20000264","20031","21458"
"20000031","20000492","20031","21686"
"20000031","20000620","20031","21815"
"20000031","20000671","20031","21866"
"20000031","20000890","20031","22088"
"20000031","20000906","20031","22104"
"20000031","20000908","20031","22106"
"20000031","20000931","20031","22129"
"20000031","20000935","20031","22133"
"20000031","20000952","20031","22150"
"20000031","20000962","20031","22160"
"20000031","20000991","20031","22190"
"20000031","20001003","20031","22202"
"20000031","20001022","20031","22221"
"20000031","20001110","20031","22309"
"20000031","20001294","20031","20348"
"20000031","20001369","20031","20424"
"20000031","20001407","20031","20462"
"20000031","20001440","20031","20495"
"20000031","20001462","20031","20517"
"20000031","20001464","20031","20519"
"20000031","20001474","20031","20529"
"20000031","20001508","20031","20563"
"20000031","20001509","20031","20564"
"20000031","20001533","20031","20588"
"20000031","20001535","20031","20590"
"20000031","20001557","20031","20612"
"20000031","20001560","20031","20615"
"20000031","20001562","20031","20617"
"20000031","20001575","20031","20630"
"20000031","20001576","20031","20631"
"20000031","20001578","20031","20633"
"20000031","20001585","20031","20640"
"20000031","20001641","20031","20698"
"20000031","20001938","20031","20996"
"20000032","20000112","20032","21304"
"20000032","20000130","20032","21322"
"20000032","20000131","20032","21323"
"20000032","20000149","20032","21341"
"20000032","20000207","20032","21401"
"20000032","20000316","20032","21510"
"20000032","20000318","20032","21512"
"20000032","20000320","20032","21514"
"20000032","20000329","20032","21523"
"20000032","20000334","20032","21528"
"20000032","20000335","20032","21529"
"20000032","20000336","20032","21530"
"20000032","20000337","20032","21531"
"20000032","20000339","20032","21533"
"20000032","20000343","20032","21537"
"20000032","20000345","20032","21539"
"20000032","20000358","20032","21552"
"20000032","20000360","20032","21554"
"20000032","20000361","20032","21555"
"20000032","20000367","20032","21561"
"20000032","20000369","20032","21563"
"20000032","20000370","20032","21564"
"20000032","20000372","20032","21566"
"20000032","20000377","20032","21571"
"20000032","20000379","20032","21573"
"20000032","20000381","20032","21575"
"20000032","20000383","20032","21577"
"20000032","20000385","20032","21579"
"20000032","20000388","20032","21582"
"20000032","20000394","20032","21588"
"20000032","20000395","20032","21589"
"20000032","20000402","20032","21596"
"20000032","20000404","20032","21598"
"20000032","20000405","20032","21599"
"20000032","20000407","20032","21601"
"20000032","20000412","20032","21606"
"20000032","20000415","20032","21609"
"20000032","20000416","20032","21610"
"20000032","20000418","20032","21612"
"20000032","20000422","20032","21616"
"20000032","20000423","20032","21617"
"20000032","20000427","20032","21621"
"20000032","20000428","20032","21622"
"20000032","20000429","20032","21623"
"20000032","20000431","20032","21625"
"20000032","20000435","20032","21629"
"20000032","20000436","20032","21630"
"20000032","20000437","20032","21631"
"20000032","20000439","20032","21633"
"20000032","20000440","20032","21634"
"20000032","20000441","20032","21635"
"20000032","20000442","20032","21636"
"20000032","20000443","20032","21637"
"20000032","20000444","20032","21638"
"20000032","20000445","20032","21639"
"20000032","20000446","20032","21640"
"20000032","20000448","20032","21642"
"20000032","20000449","20032","21643"
"20000032","20000451","20032","21645"
"20000032","20000458","20032","21652"
"20000032","20000459","20032","21653"
"20000032","20000460","20032","21654"
"20000032","20000461","20032","21655"
"20000032","20000462","20032","21656"
"20000032","20000464","20032","21658"
"20000032","20000466","20032","21660"
"20000032","20000467","20032","21661"
"20000032","20000479","20032","21673"
"20000032","20000483","20032","21677"
"20000032","20000534","20032","21728"
"20000032","20000544","20032","21738"
"20000032","20000622","20032","21817"
"20000032","20000726","20032","21922"
"20000032","20000888","20032","22086"
"20000032","20000912","20032","22110"
"20000032","20000913","20032","22111"
"20000032","20000952","20032","22150"
"20000032","20000955","20032","22153"
"20000032","20001017","20032","22216"
"20000032","20001074","20032","22273"
"20000032","20001165","20032","22365"
"20000032","20001418","20032","20473"
"20000032","20001470","20032","20525"
"20000032","20001472","20032","20527"
"20000032","20001485","20032","20540"
"20000032","20001492","20032","20547"
"20000032","20001495","20032","20550"
"20000032","20001532","20032","20587"
"20000032","20001555","20032","20610"
"20000032","20001568","20032","20623"
"20000032","20001599","20032","20654"
"20000032","20001604","20032","20659"
"20000032","20001658","20032","20715"
"20000032","20001710","20032","20767"
"20000032","20001842","20032","20900"
"20000032","20001844","20032","20902"
"20000032","20001847","20032","20905"
"20000032","20001853","20032","20911"
"20000032","20001855","20032","20913"
"20000032","20001856","20032","20914"
"20000032","20001857","20032","20915"
"20000032","20001864","20032","20922"
"20000032","20001865","20032","20923"
"20000032","20001866","20032","20924"
"20000032","20001928","20032","20986"
"20000032","20001934","20032","20992"
"20000032","20001944","20032","21002"
"20000032","20001950","20032","21008"
"20000032","20001952","20032","21010"
"20000032","20001968","20032","21026"
"20000032","20001982","20032","21041"
"20000032","20002052","20032","21111"
"20000032","20002066","20032","21125"
"20000032","20002087","20032","21146"
"20000032","20002223","20032","21283"
"20000032","20002224","20032","21284"
"20000032","20002408","20032","37483"
"20000033","20000181","20033","21374"
"20000033","20000275","20033","21469"
"20000033","20000289","20033","21483"
"20000033","20000305","20033","21499"
"20000033","20000307","20033","21501"
"20000033","20000319","20033","21513"
"20000033","20000331","20033","21525"
"20000033","20000348","20033","21542"
"20000033","20000351","20033","21545"
"20000033","20000355","20033","21549"
"20000033","20000393","20033","21587"
"20000033","20000428","20033","21622"
"20000033","20000429","20033","21623"
"20000033","20000430","20033","21624"
"20000033","20000435","20033","21629"
"20000033","20000437","20033","21631"
"20000033","20000447","20033","21641"
"20000033","20000454","20033","21648"
"20000033","20000461","20033","21655"
"20000033","20000465","20033","21659"
"20000033","20000469","20033","21663"
"20000033","20000481","20033","21675"
"20000033","20000528","20033","21722"
"20000033","20000552","20033","21746"
"20000033","20000874","20033","22072"
"20000033","20000875","20033","22073"
"20000033","20000906","20033","22104"
"20000033","20000931","20033","22129"
"20000033","20000935","20033","22133"
"20000033","20001023","20033","22222"
"20000033","20001027","20033","22226"
"20000033","20001108","20033","22307"
"20000033","20001188","20033","20242"
"20000033","20001194","20033","20248"
"20000033","20001197","20033","20251"
"20000033","20001200","20033","20254"
"20000033","20001202","20033","20256"
"20000033","20001203","20033","20257"
"20000033","20001205","20033","20259"
"20000033","20001212","20033","20266"
"20000033","20001213","20033","20267"
"20000033","20001215","20033","20269"
"20000033","20001216","20033","20270"
"20000033","20001217","20033","20271"
"20000033","20001218","20033","20272"
"20000033","20001220","20033","20274"
"20000033","20001222","20033","20276"
"20000033","20001225","20033","20279"
"20000033","20001226","20033","20280"
"20000033","20001228","20033","20282"
"20000033","20001229","20033","20283"
"20000033","20001230","20033","20284"
"20000033","20001231","20033","20285"
"20000033","20001233","20033","20287"
"20000033","20001237","20033","20291"
"20000033","20001240","20033","20294"
"20000033","20001242","20033","20296"
"20000033","20001245","20033","20299"
"20000033","20001247","20033","20301"
"20000033","20001249","20033","20303"
"20000033","20001254","20033","20308"
"20000033","20001262","20033","20316"
"20000033","20001266","20033","20320"
"20000033","20001268","20033","20322"
"20000033","20001269","20033","20323"
"20000033","20001270","20033","20324"
"20000033","20001272","20033","20326"
"20000033","20001273","20033","20327"
"20000033","20001278","20033","20332"
"20000033","20001289","20033","20343"
"20000033","20001290","20033","20344"
"20000033","20001296","20033","20350"
"20000033","20001299","20033","20353"
"20000033","20001300","20033","20354"
"20000033","20001334","20033","20388"
"20000033","20001407","20033","20462"
"20000033","20001454","20033","20509"
"20000033","20001456","20033","20511"
"20000033","20001458","20033","20513"
"20000033","20001469","20033","20524"
"20000033","20001475","20033","20530"
"20000033","20001479","20033","20534"
"20000033","20001480","20033","20535"
"20000033","20001482","20033","20537"
"20000033","20001484","20033","20539"
"20000033","20001489","20033","20544"
"20000033","20001490","20033","20545"
"20000033","20001498","20033","20553"
"20000033","20001502","20033","20557"
"20000033","20001504","20033","20559"
"20000033","20001507","20033","20562"
"20000033","20001517","20033","20572"
"20000033","20001519","20033","20574"
"20000033","20001521","20033","20576"
"20000033","20001727","20033","20784"
"20000033","20001760","20033","20817"
"20000033","20001794","20033","20852"
"20000033","20001844","20033","20902"
"20000033","20001849","20033","20907"
"20000033","20001852","20033","20910"
"20000033","20001946","20033","21004"
"20000033","20001955","20033","21013"
"20000033","20001992","20033","21051"
"20000033","20002199","20033","21259"
"20000034","20000189","20034","21382"
"20000034","20001350","20034","20404"
"20000034","20001373","20034","20428"
"20000034","20001403","20034","20458"
"20000034","20001409","20034","20464"
"20000034","20001410","20034","20465"
"20000034","20001431","20034","20486"
"20000034","20001459","20034","20514"
"20000035","20000183","20035","21376"
"20000035","20000249","20035","21443"
"20000035","20000332","20035","21526"
"20000035","20000347","20035","21541"
"20000035","20000353","20035","21547"
"20000035","20000357","20035","21551"
"20000035","20000359","20035","21553"
"20000035","20000362","20035","21556"
"20000035","20000363","20035","21557"
"20000035","20000375","20035","21569"
"20000035","20000399","20035","21593"
"20000035","20000401","20035","21595"
"20000035","20000403","20035","21597"
"20000035","20000406","20035","21600"
"20000035","20000414","20035","21608"
"20000035","20000417","20035","21611"
"20000035","20000476","20035","21670"
"20000035","20000508","20035","21702"
"20000035","20000533","20035","21727"
"20000035","20000559","20035","21753"
"20000035","20000568","20035","21762"
"20000035","20000701","20035","21897"
"20000035","20000910","20035","22108"
"20000035","20000923","20035","22121"
"20000035","20000924","20035","22122"
"20000035","20000927","20035","22125"
"20000035","20000928","20035","22126"
"20000035","20000934","20035","22132"
"20000035","20000936","20035","22134"
"20000035","20000943","20035","22141"
"20000035","20000947","20035","22145"
"20000035","20000954","20035","22152"
"20000035","20000967","20035","22165"
"20000035","20000981","20035","22179"
"20000035","20000983","20035","22181"
"20000035","20000988","20035","22187"
"20000035","20000997","20035","22196"
"20000035","20001000","20035","22199"
"20000035","20001076","20035","22275"
"20000035","20001077","20035","22276"
"20000035","20001078","20035","22277"
"20000035","20001080","20035","22279"
"20000035","20001157","20035","22357"
"20000035","20001178","20035","20232"
"20000035","20001250","20035","20304"
"20000035","20001324","20035","20378"
"20000035","20001457","20035","20512"
"20000035","20001466","20035","20521"
"20000035","20001476","20035","20531"
"20000035","20001598","20035","20653"
"20000035","20001616","20035","20673"
"20000035","20001652","20035","20709"
"20000035","20001758","20035","20815"
"20000035","20001761","20035","20818"
"20000035","20001786","20035","20844"
"20000035","20001844","20035","20902"
"20000035","20001930","20035","20988"
"20000035","20001932","20035","20990"
"20000035","20001946","20035","21004"
"20000035","20001949","20035","21007"
"20000035","20001951","20035","21009"
"20000035","20002063","20035","21122"
"20000035","20002089","20035","21148"
"20000035","20002096","20035","21155"
"20000035","20002121","20035","21181"
"20000035","20002126","20035","21186"
"20000035","20002147","20035","21207"
"20000035","20002160","20035","21220"
"20000035","20002164","20035","21224"
"20000035","20002190","20035","21250"
"20000035","20002191","20035","21251"
"20000035","20002192","20035","21252"
"20000035","20002213","20035","21273"
"20000035","20002233","20035","21293"
"20000035","20002337","20035","27401"
"20000036","20000245","20036","21439"
"20000037","20000530","20037","21724"
"20000037","20000531","20037","21725"
"20000037","20000561","20037","21755"
"20000037","20000574","20037","21768"
"20000037","20000576","20037","21770"
"20000037","20000578","20037","21772"
"20000037","20000851","20037","22049"
"20000037","20000853","20037","22051"
"20000037","20000857","20037","22055"
"20000037","20000859","20037","22057"
"20000037","20000861","20037","22059"
"20000037","20000915","20037","22113"
"20000037","20000917","20037","22115"
"20000037","20000919","20037","22117"
"20000037","20000921","20037","22119"
"20000037","20000929","20037","22127"
"20000037","20001280","20037","20334"
"20000037","20001739","20037","20796"
"20000037","20001820","20037","20878"
"20000037","20002367","20037","33343"
"20000037","20002379","20037","35023"
"20000037","20002473","20037","47559"
"20000037","20002539","20037","52656"
"20000037","20002590","20037","56531"
"20000037","34137842","20037","34137842"
"20000037","34281190","20037","34281190"
"20000038","20000509","20038","21703"
"20000038","20000885","20038","22083"
"20000038","20000901","20038","22099"
"20000038","20001494","20038","20549"
"20000038","20001496","20038","20551"
"20000038","20001498","20038","20553"
"20000038","20001510","20038","20565"
"20000038","20001511","20038","20566"
"20000038","20001515","20038","20570"
"20000038","20001524","20038","20579"
"20000038","20001527","20038","20582"
"20000038","20001529","20038","20584"
"20000038","20001531","20038","20586"
"20000038","20001537","20038","20592"
"20000038","20002143","20038","21203"
"20000038","20002445","20038","42943"
"20000038","20002453","20038","43903"
"20000039","20000113","20039","21305"
"20000039","20000118","20039","21310"
"20000039","20000159","20039","21351"
"20000039","20000169","20039","21362"
"20000039","20000504","20039","21698"
"20000039","20000624","20039","21819"
"20000039","20000680","20039","21875"
"20000039","20000728","20039","21924"
"20000039","20000746","20039","21942"
"20000039","20000877","20039","22075"
"20000039","20001090","20039","22289"
"20000039","20001168","20039","22368"
"20000039","20001169","20039","22369"
"20000039","20001594","20039","20649"
"20000039","20001597","20039","20652"
"20000039","20001600","20039","20655"
"20000039","20001602","20039","20657"
"20000040","20001503","20040","20558"
"20000040","20001505","20040","20560"
"20000041","20000133","20041","21325"
"20000041","20000185","20041","21378"
"20000041","20000191","20041","21384"
"20000041","20000503","20041","21697"
"20000041","20000642","20041","21837"
"20000041","20000694","20041","21889"
"20000041","20000696","20041","21891"
"20000041","20001099","20041","22298"
"20000041","20001208","20041","20262"
"20000041","20001213","20041","20267"
"20000041","20001266","20041","20320"
"20000041","20001275","20041","20329"
"20000041","20001630","20041","20687"
"20000041","20001633","20041","20690"
"20000041","20001656","20041","20713"
"20000041","20001906","20041","20964"
"20000041","20002047","20041","21106"
"20000041","20002100","20041","21159"
"20000041","20002105","20041","21165"
"20000041","20002128","20041","21188"
"20000041","20002235","20041","21295"
"20000041","20002257","20041","22391"
"20000041","20002403","20041","36843"
"20000041","20002413","20041","38443"
"20000041","20002476","20041","47566"
"20000041","20002487","20041","48265"
"20000041","20002507","20041","50683"
"20000041","20002508","20041","50684"
"20000041","20002517","20041","51803"
"20000041","20002540","20041","52657"
"20000041","20002553","20041","53507"
"20000041","30031770","20041","30031770"
"20000041","30031781","20041","30031781"
"20000042","20000631","20042","21826"
"20000042","20000698","20042","21893"
"20000042","20000748","20042","21945"
"20000042","20000845","20042","22043"
"20000042","20001030","20042","22229"
"20000042","20001085","20042","22284"
"20000042","20001129","20042","22328"
"20000042","20001159","20042","22359"
"20000042","20001564","20042","20619"
"20000042","20002020","20042","21079"
"20000042","20002039","20042","21098"
"20000042","20002081","20042","21140"
"20000042","20002165","20042","21225"
"20000042","20002242","20042","22376"
"20000042","20002373","20042","34643"
"20000043","20000292","20043","21486"
"20000043","20000895","20043","22093"
"20000043","20000905","20043","22103"
"20000043","20000953","20043","22151"
"20000043","20000956","20043","22154"
"20000043","20000958","20043","22156"
"20000043","20000959","20043","22157"
"20000043","20001040","20043","22239"
"20000043","20001042","20043","22241"
"20000043","20001047","20043","22246"
"20000043","20001166","20043","22366"
"20000043","20001194","20043","20248"
"20000043","20001250","20043","20304"
"20000043","20001275","20043","20329"
"20000043","20002145","20043","21205"
"20000043","20002172","20043","21232"
"20000044","20000549","20044","21743"
"20000044","20000662","20044","21857"
"20000044","20000669","20044","21864"
"20000044","20000720","20044","21916"
"20000044","20000722","20044","21918"
"20000044","20000724","20044","21920"
"20000044","20001052","20044","22251"
"20000044","20001114","20044","22313"
"20000044","20001150","20044","22349"
"20000044","20001151","20044","22350"
"20000044","20001152","20044","22351"
"20000044","20001219","20044","20273"
"20000044","20001221","20044","20275"
"20000044","20001224","20044","20278"
"20000044","20001256","20044","20310"
"20000044","20001271","20044","20325"
"20000044","20001275","20044","20329"
"20000044","20001287","20044","20341"
"20000044","20001293","20044","20347"
"20000044","20001295","20044","20349"
"20000044","20001297","20044","20351"
"20000044","20001305","20044","20359"
"20000044","20001308","20044","20362"
"20000044","20001309","20044","20363"
"20000044","20001310","20044","20364"
"20000044","20001311","20044","20365"
"20000044","20001313","20044","20367"
"20000044","20001315","20044","20369"
"20000044","20001317","20044","20371"
"20000044","20001319","20044","20373"
"20000044","20001329","20044","20383"
"20000044","20001330","20044","20384"
"20000044","20001331","20044","20385"
"20000044","20001333","20044","20387"
"20000044","20001383","20044","20438"
"20000044","20001419","20044","20474"
"20000044","20001448","20044","20503"
"20000044","20001483","20044","20538"
"20000044","20001484","20044","20539"
"20000044","20001491","20044","20546"
"20000044","20001497","20044","20552"
"20000044","20001499","20044","20554"
"20000044","20001530","20044","20585"
"20000044","20001533","20044","20588"
"20000044","20001692","20044","20749"
"20000044","20001694","20044","20751"
"20000044","20001833","20044","20891"
"20000044","20001906","20044","20964"
"20000044","20002107","20044","21167"
"20000044","20002128","20044","21188"
"20000044","20002132","20044","21192"
"20000044","20002245","20044","22379"
"20000044","20002246","20044","22380"
"20000044","20002585","20044","56208"
"20000044","30000874","20044","30000874"
"20000044","30003796","20044","30003796"
"20000044","30019645","20044","30019645"
"20000044","30023481","20044","30023481"
"20000044","36281513","20044","36281513"
"20000044","36321398","20044","36321398"
"20000045","20001709","20045","20766"
"20000045","20002127","20045","21187"
"20000046","20000883","20046","22081"
"20000046","20001112","20046","22311"
"20000046","20001345","20046","20399"
"20000046","20001379","20046","20434"
"20000046","20001553","20046","20608"
"20000046","20001558","20046","20613"
"20000047","20000269","20047","21463"
"20000047","20000615","20047","21810"
"20000047","20000899","20047","22097"
"20000047","20000974","20047","22172"
"20000047","20000982","20047","22180"
"20000047","20001250","20047","20304"
"20000047","20001271","20047","20325"
"20000047","20001274","20047","20328"
"20000047","20001277","20047","20331"
"20000047","20001306","20047","20360"
"20000047","20001471","20047","20526"
"20000047","20001577","20047","20632"
"20000047","20001943","20047","21001"
"20000047","20002125","20047","21185"
"20000047","20002139","20047","21199"
"20000047","20002149","20047","21209"
"20000047","20002178","20047","21238"
"20000047","20002183","20047","21243"
"20000047","20002378","20047","34963"
"20000047","20002604","20047","57327"
"20000047","30021900","20047","30021900"
"20000047","36285237","20047","36285237"
"20000047","36314247","20047","36314247"
"20000048","20000264","20048","21458"
"20000048","20000277","20048","21471"
"20000048","20000285","20048","21479"
"20000048","20000551","20048","21745"
"20000048","20000610","20048","21805"
"20000048","20000620","20048","21815"
"20000048","20000671","20048","21866"
"20000048","20000699","20048","21894"
"20000048","20000976","20048","22174"
"20000048","20001548","20048","20603"
"20000048","20001579","20048","20634"
"20000048","20001585","20048","20640"
"20000048","20001587","20048","20642"
"20000048","20001588","20048","20643"
"20000048","20001766","20048","20824"
"20000048","20001783","20048","20841"
"20000048","20001792","20048","20850"
"20000048","20001974","20048","21033"
"20000048","20001988","20048","21047"
"20000048","20001989","20048","21048"
"20000048","20002012","20048","21071"
"20000048","20002168","20048","21228"
"20000048","20002215","20048","21275"
"20000048","20002218","20048","21278"
"20000049","20000565","20049","21759"
"20000049","20000569","20049","21763"
"20000049","20000583","20049","21778"
"20000049","20000588","20049","21783"
"20000049","20000640","20049","21835"
"20000049","20000660","20049","21855"
"20000049","20000664","20049","21859"
"20000049","20000667","20049","21862"
"20000049","20000668","20049","21863"
"20000049","20000716","20049","21912"
"20000049","20000718","20049","21914"
"20000049","20000961","20049","22159"
"20000049","20001175","20049","20229"
"20000049","20001249","20049","20303"
"20000049","20001408","20049","20463"
"20000049","20001429","20049","20484"
"20000049","20001487","20049","20542"
"20000049","20001513","20049","20568"
"20000049","20001536","20049","20591"
"20000049","20001538","20049","20593"
"20000049","20001540","20049","20595"
"20000049","20001541","20049","20596"
"20000049","20001543","20049","20598"
"20000049","20001735","20049","20792"
"20000049","20002106","20049","21166"
"20000049","20002143","20049","21203"
"20000049","20002264","20049","22398"
"20000049","20002338","20049","27461"
"20000049","20002345","20049","27681"
"20000049","20002446","20049","43143"
"20000049","20002454","20049","45283"
"20000049","20002467","20049","47273"
"20000049","20002509","20049","50823"
"20000049","20002555","20049","53787"
"20000049","20002564","20049","54467"
"20000049","20002587","20049","56290"
"20000049","30026257","20049","30026257"
"20000049","35472815","20049","35472815"
"20000049","36310105","20049","36310105"
"20000050","20001605","20050","20661"
"20000050","20001606","20050","20662"
"20000051","20000265","20051","21459"
"20000051","20000486","20051","21680"
"20000051","20000488","20051","21682"
"20000051","20000514","20051","21708"
"20000051","20000580","20051","21774"
"20000051","20000658","20051","21853"
"20000051","20000660","20051","21855"
"20000051","20000712","20051","21908"
"20000051","20000946","20051","22144"
"20000051","20001016","20051","22215"
"20000051","20001018","20051","22217"
"20000051","20001034","20051","22233"
"20000051","20001104","20051","22303"
"20000051","20001105","20051","22304"
"20000051","20001583","20051","20638"
"20000051","20001611","20051","20668"
"20000051","20001662","20051","20719"
"20000051","20001791","20051","20849"
"20000051","20001793","20051","20851"
"20000051","20001810","20051","20868"
"20000051","20001812","20051","20870"
"20000051","20001820","20051","20878"
"20000051","20001992","20051","21051"
"20000051","20002361","20051","31863"
"20000051","20002551","20051","53407"
"20000051","30001113","20051","30001113"
"20000051","33535058","20051","33535058"
"20000052","20000307","20052","21501"
"20000052","20000394","20052","21588"
"20000052","20000396","20052","21590"
"20000052","20000420","20052","21614"
"20000052","20000427","20052","21621"
"20000052","20000428","20052","21622"
"20000052","20000429","20052","21623"
"20000052","20000435","20052","21629"
"20000052","20000437","20052","21631"
"20000052","20000454","20052","21648"
"20000052","20000461","20052","21655"
"20000052","20000463","20052","21657"
"20000052","20000468","20052","21662"
"20000052","20000692","20052","21887"
"20000052","20000744","20052","21940"
"20000052","20000755","20052","21952"
"20000052","20000757","20052","21954"
"20000052","20000763","20052","21960"
"20000052","20000770","20052","21967"
"20000052","20000774","20052","21971"
"20000052","20000778","20052","21975"
"20000052","20000780","20052","21977"
"20000052","20000782","20052","21979"
"20000052","20000789","20052","21986"
"20000052","20000790","20052","21987"
"20000052","20000791","20052","21988"
"20000052","20000793","20052","21990"
"20000052","20000799","20052","21996"
"20000052","20000816","20052","22013"
"20000052","20000817","20052","22014"
"20000052","20000823","20052","22020"
"20000052","20000826","20052","22023"
"20000052","20000827","20052","22024"
"20000052","20000835","20052","22032"
"20000052","20000882","20052","22080"
"20000052","20000937","20052","22135"
"20000052","20001031","20052","22230"
"20000052","20001033","20052","22232"
"20000052","20001035","20052","22234"
"20000052","20001046","20052","22245"
"20000052","20001115","20052","22314"
"20000052","20001117","20052","22316"
"20000052","20001119","20052","22318"
"20000052","20001569","20052","20624"
"20000052","20001639","20052","20696"
"20000052","20001657","20052","20714"
"20000052","20001664","20052","20721"
"20000052","20001710","20052","20767"
"20000052","20001730","20052","20787"
"20000052","20001732","20052","20789"
"20000052","20001787","20052","20845"
"20000052","20001844","20052","20902"
"20000052","20001925","20052","20983"
"20000052","20001929","20052","20987"
"20000052","20002000","20052","21059"
"20000052","20002007","20052","21066"
"20000052","20002009","20052","21068"
"20000052","20002022","20052","21081"
"20000052","20002027","20052","21086"
"20000052","20002075","20052","21134"
"20000052","20002095","20052","21154"
"20000052","20002102","20052","21162"
"20000052","20002256","20052","22390"
"20000052","20002468","20052","47274"
"20000052","20002474","20052","47563"
"20000052","20002524","20052","52107"
"20000052","30000964","20052","30000964"
"20000052","30001954","20052","30001954"
"20000052","30003197","20052","30003197"
"20000052","33486882","20052","33486882"
"20000052","36298653","20052","36298653"
"20000053","20000111","20053","21303"
"20000053","20000116","20053","21308"
"20000053","20000184","20053","21377"
"20000053","20000192","20053","21385"
"20000053","20000193","20053","21386"
"20000053","20000214","20053","21408"
"20000053","20000219","20053","21413"
"20000053","20000221","20053","21415"
"20000053","20000243","20053","21437"
"20000053","20000246","20053","21440"
"20000053","20000248","20053","21442"
"20000053","20000281","20053","21475"
"20000053","20000283","20053","21477"
