"TRIMID","ODSID","NAME"
"20005960","25620","SuperCab Super Duty DRW"
"20005961","25621","V"
"20005962","25622","SuperCrew King Ranch"
"20005963","25623","Supercharged"
"20005964","25624","Supra"
"20005965","25625","Supreme"
"20005966","25626","V-6"
"20005967","25627","Swinger"
"20005968","25628","V10"
"20005969","25629","Swinger Special"
"20005970","25630","V1500"
"20005971","25631","Syncro"
"20005972","25632","V2500"
"20005973","25633","T"
"20005974","25634","V6 4WD"
"20005975","25635","T Type"
"20005976","25636","V6 Premier"
"20005977","25637","T-Type"
"20005978","25638","V8 Sport"
"20005979","25639","T/A"
"20005980","25640","VE"
"20005981","25641","T5"
"20005982","25642","VL"
"20005983","25643","VP"
"20005984","25644","VR-4 AWD"
"20005985","25645","VR6"
"20005986","25646","VT"
"20005987","25647","VTEC"
"20005988","25648","Valentino"
"20005989","25649","Vanden Plas Majestic"
"20005990","25650","Veloce"
"20005991","25651","T5 R-Design"
"20005992","25652","Veloce Convertible 2000"
"20005993","25653","T6"
"20005994","25654","Verde"
"20005995","25655","TD"
"20005996","25656","Version 1.0"
"20005997","25657","TDI"
"20005998","25658","Victoria"
"20005999","25659","TF"
"20006000","25660","Vista"
"20006001","25661","TL Cab Plus"
"20006002","25662","Vista SE"
"20006003","25663","W/T"
"20006004","25664","W100"
"20006005","25665","W12 quattro"
"20006006","25666","TREK"
"20006007","25667","W150 Club Cab"
"20006008","25668","TRX Off-Road"
"20006009","25669","W250"
"20006010","25670","TRX Quad Cab"
"20006011","25671","W350"
"20006012","25672","TRX4 Off-Road Quad Cab"
"20006013","25673","W8"
"20006014","25674","TSi 4WD"
"20006015","25675","WRX"
"20006016","25676","TSi Turbo"
"20006017","25677","WRX Sport Wagon"
"20006018","25678","TV"
"20006019","25679","WRX TR"
"20006020","25680","Targa"
"20006021","25681","Wagon"
"20006022","25682","Targa 4S"
"20006023","25683","Technology"
"20006024","25684","Tercel Deluxe"
"20006025","25685","Tercel SR5"
"20006026","25686","Touring"
"20006027","25687","Wideside"
"20006028","25688","Touring Coupe"
"20006029","25689","Window"
"20006030","25690","Touring Hardtop Convertible"
"20006031","25691","Wolfsburg"
"20006032","25692","Touring Sedan"
"20006033","25693","Wolfsburg Edition"
"20006034","25694","Townside"
"20006035","25695","Wolfsburg GLI"
"20006036","25696","TrailBlazer"
"20006037","25697","Work Series Styleside"
"20006038","25698","Trans Am GT"
"20006039","25699","Work Series SuperCab"
"20006040","25700","Travelall"
"20006041","25701","X RHD"
"20006042","25702","Tremor SuperCab"
"20006043","25703","Trofeo"
"20006044","25704","Turbo"
"20006045","25705","Turbo Cabriolet"
"20006046","25706","X-Runner Access Cab"
"20006047","25707","Turbo Dsl"
"20006048","25708","XC"
"20006049","25709","Turbo S"
"20006050","25710","XC SE"
"20006051","25711","Turbo SW8"
"20006052","25712","XE 1986.5"
"20006053","25713","Turbo Touring"
"20006054","25714","XE Crew Cab"
"20006055","25715","Turbodiesel"
"20006056","25716","XE King Cab"
"20006057","25717","Type 10"
"20006058","25718","XE Limited Edition"
"20006059","25719","Type S"
"20006060","25720","XE V6"
"20006061","25721","Typhoon"
"20006062","25722","XE-V6 4WD"
"20006063","25723","XE-V6 Desert Runner King Cab"
"20006064","25724","XE-V6 King Cab 4WD"
"20006065","25725","XL"
"20006066","25726","XL Crew Cab"
"20006067","25727","UF10 Series"
"20006068","25728","Ultimate"
"20006069","25729","XL Crew Cab H/D"
"20006070","25730","Ultra"
"20006071","25731","XL Crew Cab Super Duty DRW"
"20006072","25732","XL Flareside"
"20006073","25733","Unlimited Rubicon"
"20006074","25734","V-12"
"20006075","25735","XL H/D"
"20006076","25736","V-6 S"
"20006077","25737","XL Styleside"
"20006078","25738","V10 TDI"
"20006079","25739","XL Styleside SuperCrew"
"20006080","25740","XL Super Duty"
"20006081","25741","V20"
"20006082","25742","XL Super Duty Crew Cab DRW"
"20006083","25743","XL Super Duty DRW Crew Cab"
"20006084","25744","XL Super Duty Styleside"
"20006085","25745","XL Super Duty Styleside SuperCab"
"20006086","25746","V6"
"20006087","25747","XL SuperCab"
"20006088","25748","V6 LX"
"20006089","25749","XL SuperCab DRW"
"20006090","25750","V8"
"20006091","25751","XL SuperCab H/D"
"20006092","25752","VDC"
"20006093","25753","XL SuperCab Super Duty DRW"
"20006094","25754","XL Supercab"
"20006095","25755","VIII"
"20006096","25756","VL Aerocoupe"
"20006097","25757","XLC"
"20006098","25758","VR-4"
"20006099","25759","XLE Limited"
"20006100","25760","VR-X"
"20006101","25761","XLS"
"20006102","25762","VR6 4Motion"
"20006103","25763","VT 6.0"
"20006104","25764","VX"
"20006105","25765","Vanden Plas"
"20006106","25766","Vector"
"20006107","25767","Veloce Convertible"
"20006108","25768","Venture"
"20006109","25769","Versace"
"20006110","25770","Version 2.0"
"20006111","25771","Viggen"
"20006112","25772","Vista AWD"
"20006113","25773","XLS Crew Cab"
"20006114","25774","Volante"
"20006115","25775","XLS Flareside"
"20006116","25776","W/T Extended Cab"
"20006117","25777","XLT"
"20006118","25778","XLT AWD"
"20006119","25779","W12"
"20006120","25780","XLT Crew Cab DRW"
"20006121","25781","W150"
"20006122","25782","XLT Crew Cab Super Duty"
"20006123","25783","XLT DRW"
"20006124","25784","XLT Extended AWD"
"20006125","25785","XLT Flareside SuperCab"
"20006126","25786","W150 S"
"20006127","25787","XLT H/D"
"20006128","25788","W250 Club Cab"
"20006129","25789","XLT Lariat"
"20006130","25790","W350 Club Cab"
"20006131","25791","XLT Lariat Crew Cab DRW"
"20006132","25792","W8 4Motion"
"20006133","25793","XLT Lariat Flareside"
"20006134","25794","WRX Limited"
"20006135","25795","XLT Lariat SuperCab"
"20006136","25796","WRX Sti"
"20006137","25797","WS"
"20006138","25798","XLT Lariat SuperCab H/D"
"20006139","25799","Wagonvan"
"20006140","25800","XLT Premium"
"20006141","25801","Wideside 4WD"
"20006142","25802","XLT Styleside"
"20006143","25803","XLT Styleside SuperCrew"
"20006144","25804","XLT Super Duty"
"20006145","25805","XLT Super Duty Crew Cab DRW"
"20006146","25806","XLT Super Duty DRW Crew Cab"
"20006147","25807","XLT Super Duty DRW SuperCab"
"20006148","25808","XLT Super Duty Styleside Crew Cab"
"20006149","25809","XLT Super Duty Styleside SuperCab"
"20006150","25810","Wing"
"20006151","25811","XLT SuperCab"
"20006152","25812","Wolfsburg Camper"
"20006153","25813","XLT SuperCab DRW"
"20006154","25814","Wolfsburg GL"
"20006155","25815","XLT SuperCab H/D"
"20006156","25816","Work Series"
"20006157","25817","XLT SuperCab Super Duty DRW"
"20006158","25818","Work Series Styleside SuperCab"
"20006159","25819","XLT SuperCrew Flareside"
"20006160","25820","X"
"20006161","25821","XLT Supercab 4WD"
"20006162","25822","Unlimited X"
"20006163","25823","X81"
"20006164","25824","XC AWD"
"20006165","25825","XE"
"20006166","25826","XE 4WD"
"20006167","25827","XE Desert Runner King Cab"
"20006168","25828","XE King Cab 4WD"
"20006169","25829","XE S/C"
"20006170","25830","XR2"
"20006171","25831","XE-V6"
"20006172","25832","XR5"
"20006173","25833","XE-V6 Crew Cab"
"20006174","25834","XR7"
"20006175","25835","XE-V6 King Cab"
"20006176","25836","XS"
"20006177","25837","XFi"
"20006178","25838","XS 4WD"
"20006179","25839","XL 4WD"
"20006180","25840","XS Spacecab"
"20006181","25841","XL Crew Cab DRW"
"20006182","25842","XT AWD"
"20006183","25843","Xtracab"
"20006184","25844","Xtracab 4WD"
"20006185","25845","Xtracab LX"
"20006186","25846","Xtracab PreRunner"
"20006187","25847","SR5 Xtracab 1995.5"
"20006188","25848","Xtreme"
"20006189","25849","Z"
"20006190","25850","XL Crew Cab Super Duty"
"20006191","25851","Z06"
"20006192","25852","XL DRW"
"20006193","25853","Z24 Sport"
"20006194","25854","XL Flareside SuperCab"
"20006195","25855","XL Heavy Duty"
"20006196","25856","Z26 National Edition SN"
"20006197","25857","XL Styleside SuperCab"
"20006198","25858","Z34"
"20006199","25859","Z71"
"20006200","25860","XL Super"
"20006201","25861","Z71 Extended Cab"
"20006202","25862","XL Super Duty Crew Cab"
"20006203","25863","XL Super Duty DRW"
"20006204","25864","XL Super Duty DRW SuperCab"
"20006205","25865","XL Super Duty Styleside Crew Cab"
"20006206","25866","XL Super Duty SuperCab"
"20006207","25867","XL SuperCab 4WD"
"20006208","25868","XL SuperCab Flareside"
"20006209","25869","Z71 LT Extended Cab"
"20006210","25870","XL SuperCab Super Duty"
"20006211","25871","ZQ8 Sport"
"20006212","25872","XL SuperCrew"
"20006213","25873","ZR2"
"20006214","25874","XL Supercab 4WD"
"20006215","25875","ZTW"
"20006216","25876","XLE"
"20006217","25877","ZX2 Cool"
"20006218","25878","XLE V6"
"20006219","25879","ZX3"
"20006220","25880","XLS 4WD"
"20006221","25881","ZX3 SE"
"20006222","25882","XLS Double Cab"
"20006223","25883","XLS SuperCab"
"20006224","25884","XLT 4WD"
"20006225","25885","XLT Crew Cab"
"20006226","25886","XLT Crew Cab H/D"
"20006227","25887","XLT Crew Cab Super Duty DRW"
"20006228","25888","XLT Extended"
"20006229","25889","XLT Flareside"
"20006230","25890","ZX4"
"20006231","25891","XLT Flareside SuperCrew"
"20006232","25892","ZX4 SE"
"20006233","25893","XLT Heavy Duty"
"20006234","25894","ZX4 ST"
"20006235","25895","XLT Lariat Crew Cab"
"20006236","25896","ZX5 S"
"20006237","25897","XLT Lariat DRW"
"20006238","25898","ZX5 SES"
"20006239","25899","XLT Lariat H/D"
"20006240","25900","ZXW SE"
"20006241","25901","XLT Lariat SuperCab DRW"
"20006242","25902","d'Elegance"
"20006243","25903","e"
"20006244","25904","eL"
"20006245","25905","i"
"20006246","25906","i Grand Sport"
"20006247","25907","i Sport"
"20006248","25908","i Touring Value"
"20006249","25909","iL"
"20006250","25910","XLT Nite"
"20006251","25911","iP"
"20006252","25912","XLT Sport"
"20006253","25913","iSport VE"
"20006254","25914","XLT Styleside SuperCab"
"20006255","25915","iX"
"20006256","25916","XLT Super"
"20006257","25917","quattro"
"20006258","25918","XLT Super Duty Crew Cab"
"20006259","25919","s Grand Touring"
"20006260","25920","XLT Super Duty DRW"
"20006261","25921","s Touring"
"20006262","25922","XLT Super Duty DRW CrewCab"
"20006263","25923","XLT Super Duty Styleside"
"20006264","25924","XLT Super Duty Styleside CrewCab"
"20006265","25925","XLT Super Duty Styleside SuperCab 4WD"
"20006266","25926","XLT SuperCab 4WD"
"20006267","25927","XLT SuperCab Flareside"
"20006268","25928","XLT SuperCab Super Duty"
"20006269","25929","sp"
"20006270","25930","XLT SuperCrew"
"20006271","25931","ti"
"20006272","25932","xDrive35i"
"20006273","25933","XLT Supercab"
"20006274","25934","xi"
"20006275","25935","XR"
"20006276","25936","XR3"
"20006277","25937","XR5 Sport"
"20006278","25938","XRS"
"20006279","25939","XS 1988.5"
"20006280","25940","XS Space Cab"
"20006281","25941","XT"
"20006282","25942","Xsport"
"20006283","25943","Xtracab 1995.5"
"20006284","25944","Xtracab DX"
"20006285","25945","Xtracab Limited"
"20006286","25946","Xtracab SR5"
"20006287","25947","Xtracab SR5 4WD"
"20006288","25948","YC"
"20006289","25949","Z-7 Sport"
"20006290","25950","Z24"
"20006291","25951","Z26"
"20006292","25952","Z28"
"20006293","25953","Z66"
"20006294","25954","Z71 Crew Cab"
"20006295","25955","Z71 LS Extended Cab"
"20006296","25956","Z85"
"20006297","25957","ZR-1"
"20006298","25958","ZTS"
"20006299","25959","ZX2"
"20006300","25960","ZX2 Hot"
"20006301","25961","ZX3 S"
"20006302","25962","ZX3 SES"
"20006303","25963","ZX4 S"
"20006304","25964","ZX4 SES"
"20006305","25965","ZX5"
"20006306","25966","ZX5 SE"
"20006307","25967","ZXW"
"20006308","25968","ZXW SES"
"20006309","25969","demi-sedan"
"20006310","25970","eC"
"20006311","25971","es"
"20006312","25972","i Cab Plus"
"20006313","25973","i Grand Touring"
"20006314","25974","i Touring"
"20006315","25975","iC"
"20006316","25976","iL Protection"
"20006317","25977","iS"
"20006318","25978","iT"
"20006319","25979","is"
"20006320","25980","s"
"20006321","25981","s Sport"
"20006322","25982","sSport VE"
"20006323","25983","td"
"20006324","25984","x"
"20006325","25985","xDrive50i"
"20006326","25986","xiT"
"20006327","26001","3.2 R-Design"
"20006328","26002","V8 R-Design"
"20006329","26101","5"
"20006330","26102","5 LS"
"20006331","26103","5 LT"
"20006332","26121","1500 SLE2"
"20006333","26122","1500 SLT2"
"20006334","26123","2500 SLE1"
"20006335","26124","2500 SLT2"
"20006336","26125","3.8"
"20006337","26126","SLE2"
"20006338","26127","SLT2"
"20006339","26128","i SV"
"20006340","26129","1500 SLT1"
"20006341","26130","2500 SLE2"
"20006342","26131","2500 SLT1"
"20006343","26132","4.6"
"20006344","26133","SLT1"
"20006345","26141","Work Truck Crew Cab"
"20006346","26161","2.0 SEL SportWagen"
"20006347","26162","2.5 SE SportWagen"
"20006348","26163","SLE3 Extended Cab"
"20006349","26164","2.0 TDI SportWagen"
"20006350","26165","2.5 S SportWagen"
"20006351","26166","SLE3 Crew Cab"
"20006352","26167","Work Truck"
"20006353","26168","Work Truck Extended Cab"
"20006354","26181","1SB"
"20006355","26182","1SA"
"20006356","26183","1SE"
"20006357","26184","1SD"
"20006358","26201","Value Package Extended Cab"
"20006359","26202","Stretch Livery"
"20006360","26203","Value Package Crew Cab"
"20006361","26221","Pacific Coast Roadster"
"20006362","26241","4.2 Prestige"
"20006363","26242","R320 BlueTec 4MATIC"
"20006364","26281","d"
"20006365","26282","xDrive"
"20006366","26301","Limited HEV"
"20006367","26321","Shelby GT"
"20006368","26341","2.0T Avant Premium quattro"
"20006369","26342","2.0T Premium quattro"
"20006370","26343","3.2 Premium Plus quattro"
"20006371","26361","Big Horn/Lonestar Extended Cab"
"20006372","26362","Big Horn/Lonestar Crew Cab"
"20006373","26363","Laramie Crew Cab"
"20006374","26364","ST Crew Cab"
"20006375","26365","TRX Crew Cab"
"20006376","26401","SEL Premium"
"20006377","26421","3500 Extended LT"
"20006378","26422","FX4 Off-Road Supercab"
"20006379","26441","Extended LS Wagon"
"20006380","26442","Extended Wagon"
"20006381","26443","LS Extended Wagon"
"20006382","26444","LS Wagon"
"20006383","26445","LT Extended Wagon"
"20006384","26446","SLE Extended Wagon"
"20006385","26447","XL Extended Wagon"
"20006386","26448","LT Wagon"
"20006387","26449","Recreational"
"20006388","26450","SLE Wagon"
"20006389","26451","Super XL"
"20006390","26452","XL Cargo"
"20006391","26453","XL Wagon"
"20006392","26454","XLT Extended Wagon"
"20006393","26461","XLT Wagon"
"20006394","26481","Club Wagon HD"
"20006395","26541","Cargo"
"20006396","26562","xDrive30i"
"20006397","26563","xDrive48i"
"20006398","26581","LT Crew Cab DRW"
"20006399","26582","LTZ Crew Cab DRW"
"20006400","26583","LTZ Extended Cab DRW"
"20006401","26584","SLE Crew Cab DRW"
"20006402","26585","SLT Crew Cab DRW"
"20006403","26586","SLT Extended Cab DRW"
"20006404","26587","Work Truck Crew Cab DRW"
"20006405","26588","LT Extended Cab DRW"
"20006406","26589","SLE DRW"
"20006407","26590","SLE Extended Cab DRW"
"20006408","26591","Work Truck DRW"
"20006409","26592","Work Truck Extended Cab DRW"
"20006410","26593","i xDrive"
"20006411","26601","NoName"
"20006412","26962","Special Edition 5-Passenger"
"20006413","26963","Special Edition 7-Passenger"
"20006414","26981","Arc SportCombi"
"20006415","26982","2.3T SportCombi"
"20006416","26983","Aero SportCombi"
"20006417","26984","2.0T SportCombi"
"20006418","26985","2.3T Sport SportCombi"
"20006419","26986","TurboX SportCombi"
"20006420","27141","2.0T Premium"
"20006421","27142","GL320 BlueTec 4MATIC"
"20006422","27143","Griffin"
"20006423","27144","2.0T Special Edition Cabriolet"
"20006424","27145","2.0T Special Edition quattro Cabriolet"
"20006425","27146","3.2 Special Edition quattro Cabriolet"
"20006426","27202","XL Plus"
"20006427","27241","XFE Crew Cab"
"20006428","27261","Outback Sport"
"20006429","27322","VR6 Sport"
"20006430","27382","1LS"
"20006431","27383","1SS"
"20006432","27384","2SS"
"20006433","27421","Grade Double Cab"
"20006434","27441","1.6"
"20006435","27442","1.6 Base"
"20006436","27462","2.0T quattro Cabriolet"
"20006437","27482","1HY"
"20006438","27483","2HY"
"20006439","27521","Touring/Signature/Executive Series"
"20006440","27561","DX-VP"
"20006441","27581","LP560-4"
"20006442","27601","xDrive35d"
"20006443","27622","GLK 350"
"20006444","27623","GLK 350 4MATIC"
"20006445","27641","Premium Extended Cab"
"20006446","27642","RMZ-4 Crew Cab"
"20006447","27643","Sport Crew Cab"
"20006448","27721","3.0 Premium quattro"
"20006449","27722","3.0 Premium Avant quattro"
"20006450","27723","3.2 Premium"
"20006451","27724","4.2 Prestige quattro"
"20006452","27741","5.2 Prestige quattro"
"20006453","27801","+"
"20006454","27802","!"
"20006455","27861","sport"
"20006456","27862","EcoBoost"
"20006457","27881","260"
"20006458","28143","V6 TDI"
"20006459","28163","RT-10"
"20006460","28183","3.0R Limited"
"20006461","28303","Limited 5-Passenger"
"20006462","28304","Limited 7-Passenger"
"20006463","28343","2.5 GT Spec. B"
"20006464","28363","2.0T Track"
"20006465","28364","3.8 Grand Touring"
"20006466","28365","3.8 Track"
"20006467","28403","CLK63 AMG"
"20006468","29723","1.8 Krom"
"20006469","29743","3.0 Special Edition"
"20006470","29763","quattro Special Edition"
"20006471","29823","2.5 X Premium"
"20006472","29863","ML320 Bluetec 4MATIC"
"20006473","29883","2.5 XS L.L. Bean Edition"
"20006474","29923","sDrive30i"
"20006475","29924","sDrive35i"
"20006476","29943","2.0SR"
"20006477","29963","4.2 Cabriolet quattro"
"20006478","30006","4S"
"20006479","30023","3.6R"
"20006480","30063","BRABUS"
"20006481","30143","3.0 TDI"
"20006482","30144","IV"
"20006483","30145","Road Trip"
"20006484","30166","SLT HD"
"20006485","30167","SLE HD"
"20006486","30168","LT Classic"
"20006487","30183","TRX"
"20006488","30207","FX4 Super Duty"
"20006489","30208","Harley-Davidson"
"20006490","30223","Ocean Race Edition"
"20006491","30243","2.0T XWD"
"20006492","30283","Titanium"
"20006493","30303","2.5X"
"20006494","30304","2.5X Limited"
"20006495","30305","2.5X Premium"
"20006496","30306","2.5XT Limited"
"20006497","30307","2.5XT Premium"
"20006498","30308","2.5 XT Premium"
"20006499","30403","C 300"
"20006500","30404","C 300 4MATIC"
"20006501","30423","SVT Raptor SuperCab"
"20006502","30443","XLT Super Duty SuperCab"
"20006503","30468","Cabela"
"20006504","30483","Lariat Super Duty SuperCab DRW"
"20006505","30484","Cabela Edition"
"20006506","30485","SLK 300"
"20006507","30486","SLK 350"
"20006508","30487","SLK 300"
"20006509","30488","R 350 BlueTEC"
"20006510","30489","ML 450 Hybrid"
"20006511","30490","GL 350 BlueTEC"
"20006512","30491","GL 550"
"20006513","30492","S 400 Hybrid"
"20006514","30493","SL 550"
"20006515","30494","SL 63 AMG"
"20006516","30495","G 550"
"20006517","30503","2.5i Special Edition"
"20006518","30903","2.5 GT Premium"
"20006519","30904","2.5 i"
"20006520","30905","2.5 i Limited"
"20006521","30906","2.5 i Premium"
"20006522","30907","3.6 R Limited"
"20006523","30908","3.6 R Premium"
"20006524","30909","3.6 R"
"20006525","30923","1XL"
"20006526","30924","2XL"
"20006527","30943","CL 550 4MATIC"
"20006528","31403","Luxury Collection"
"20006529","31404","Performance Collection"
"20006530","31405","Premium Collection"
"20006531","31483","s Grand Sport"
"20006532","31503","XFE"
"20006533","31643","2.0 SR"
"20006534","31663","Big Horn / Lonestar"
"20006535","31683","i Touring Plus"
"20006536","31684","s Touring Plus"
"20006537","31743","S Transsyberia"
"20006538","31823","Pro-4X"
"20006539","31843","Blue"
"20006540","31923","Sahara Unlimited"
"20006541","31943","Supersport"
"20006542","32083","WRX Premium"
"20006543","32143","A"
"20006544","32163","GL1"
"20006545","32164","GL2"
"20006546","32183","3.2 Premium Plus"
"20006547","32184","4.2 Premium Plus"
"20006548","32185","3HA"
"20006549","32186","3HB"
"20006550","32187","MR Touring"
"20006551","32188","S FE+"
"20006552","32243","Bighorn/Lonestar"
"20006553","32283","3.0 Premium Plus"
"20006554","32323","Warner Bros. Edition"
"20006555","32383","SLK280"
"20006556","32403","Z34 Brickyard Edition"
"20006557","32423","Touring/Signature Series"
"20006558","32523","SportBack"
"20006559","32543","3LT"
"20006560","32544","X-Runner"
"20006561","32583","ML 550"
"20006562","32703","3.0 Premium"
"20006563","32740","LP560-4 Spyder"
"20006564","32783","Crossover"
"20006565","32884","Li xDrive"
"20006566","32886","L Supercharged"
"20006567","32887","L Supersport"
"20006568","33003","2.0 TDI Premium"
"20006569","33083","Extended Cargo"
"20006570","33103","ML 350 BlueTEC"
"20006571","33143","SLE-2"
"20006572","33183","ST/SXT"
"20006573","33243","LP670-4 SV"
"20006574","33303","3.5 SR"
"20006575","33383","SLK 55 AMG"
"20006576","33503","XSport"
"20006577","33523","3.6 L"
"20006578","33543","Trail"
"20006579","33703","PCR Travelers Edition"
"20006580","33704","PCV Travelers Edition"
"20006581","33803","3.6 R Touring"
"20006582","33843","2-Door"
"20006583","33844","4-Door"
"20006584","33863","LE Popular"
"20006585","33864","Sport GTS"
"20006586","33865","Sport S"
"20006587","33866","Sport SE"
"20006588","34243","FX4 Level II"
"20006589","34263","SLT/TRX"
"20006590","34303","Value Edition"
"20006591","34323","SXT/Bighorn/Lonestar"
"20006592","34343","Street Edition"
"20006593","34363","Triple White"
"20006594","34383","Championship Edition"
"20006595","34403","SE Off-Road"
"20006596","34423","C320 Luxury"
"20006597","34443","2.0T R-Spec"
"20006598","34463","Big Horn/Lone Star"
"20006599","34503","3.6 Premium Plus"
"20006600","34504","3.6 Prestige"
"20006601","34505","3.0 Prestige"
"20006602","34523","3.0 TDI Premium"
"20006603","34524","3.0 TDI Premium Plus"
"20006604","34525","3.0 TDI Prestige"
"20006605","34543","3rd Generation Limited"
"20006606","34603","50th Anniversary"
"20006607","34683","CXL Premium"
"20006608","34783","Turbo Performance"
"20006609","34784","Turbo Premium"
"20006610","34843","Adventure Edition"
"20006611","34884","Release Series 7.0"
"20006612","34885","TDI Cup Edition"
"20006613","35003","FX2"
"20006614","35043","3.7 L"
"20006615","35044","3.7 L Advance"
"20006616","35045","3.7 L Technology"
"20006617","35046","3.7L"
"20006618","35047","3.7L Advance"
"20006619","35048","3.7L Technology"
"20006620","35083","Krom"
"20006621","35103","SCCA SSB Champion Edition"
"20006622","35123","Carrera 4S Carbiolet"
"20006623","35124","SCCA T2 Champion Edition"
"20006624","35125","Shinsen"
"20006625","35183","RMZ-4"
"20006626","35184","Gran Turismo i"
"20006627","35263","CMBS"
"20006628","35283","FX4 Off-Road"
"20006629","35303","Targe 4"
"20006630","35323","Zeppelin"
"20006631","35403","Mainstreet"
"20006632","35423","V6 Premium"
"20006633","35463","2.0T Premium Plus"
"20006634","35464","2.0T Premium Plus quattro"
"20006635","35465","2.0T Prestige"
"20006636","35466","3.2 Prestige"
"20006637","35467","3.0 Premium Plus quattro"
"20006638","35468","3.0 Prestige quattro"
"20006639","35483","CLK320"
"20006640","35484","CLK430"
"20006641","35485","CLK500"
"20006642","35486","CLK55 AMG"
"20006643","35543","WRX Sti Special Edition"
"20006644","35563","Final Edition"
"20006645","35564","Red Rock Edition"
"20006646","35583","Release Series 6.0"
"20006647","35584","Detonator"
"20006648","35585","Heat"
"20006649","35603","Spyder GS Sport"
"20006650","35643","T6 R-Design"
"20006651","35644","New LX"
"20006652","35645","New Limited"
"20006653","35646","XR AWD"
"20006654","35663","Hero"
"20006655","35664","SL 65 AMG"
"20006656","35683","SWB"
"20006657","35723","Touring Plus"
"20006658","35724","xDrive35i Premium"
"20006659","35725","xDrive 35i Sport Activity"
"20006660","35843","Crew"
"20006661","35863","Rush"
"20006662","35864","Uptown"
"20006663","35903","sDrive35is"
"20006664","35943","3.5L"
"20006665","35944","Rallye"
"20006666","35945","Shock"
"20006667","36003","Limited w/EcoBoost"
"20006668","36004","SEL w/EcoBoost"
"20006669","36005","Titanium w/EcoBoost"
"20006670","36075","Eco Luxury"
"20006671","36123","300S V6"
"20006672","36124","300S V8"
"20006673","36151","E 350 Cabriolet"
"20006674","36152","E 550 Cabriolet"
"20006675","36163","3.2 Premium quattro"
"20006676","36223","Gran Turismo i xDrive"
"20006677","36295","R 175 75th Anniversary"
"20006678","36343","S 350 BlueTEC 4MATIC"
"20006679","36543","Challenge F1"
"20006680","36545","Scuderia F1"
"20006681","36563","Challenge"
"20006682","36603","2LS"
"20006683","36623","Work Van"
"20006684","36723","ECO"
"20006685","36724","Upfitter"
"20006686","36803","Premium Plus"
"20006687","36804","Prestige"
"20006688","36805","TDI Premium Plus"
"20006689","36806","TDI Prestige"
"20006690","36903","R 350 BlueTEC 4MATIC"
"20006691","36943","Fleet"
"20006692","37023","3.0T Premium"
"20006693","37024","3.0T S-Line Prestige"
"20006694","37025","5.2 Prestige"
"20006695","37263","E 350 BlueTEC"
"20006696","37364","LP550-2 Valentino Balboni"
"20006697","37643","Lux Limited"
"20006698","37644","Lux Plus"
"20006699","37645","VR6 Executive"
"20006700","37663","Autobahn"
"20006701","38383","CXL Turbo"
"20006702","38423","xDrive 35i"
"20006703","38523","Value"
"20006704","38524","Choice"
"20006705","38525","4x4"
"20006706","38543","SL55 AMG"
"20006707","38583","xDrive LWB"
"20006708","38584","xDrive SWB"
"20006709","38663","3.8 R-Spec"
"20006710","38723","LX Premium"
"20006711","38783","2.5 XT Touring"
"20006712","38803","LP570-4 Superleggara"
"20006713","38823","Sport Appearance Edition"
"20006714","38824","x Limited Edition"
"20006715","38825","x Sport Appearance Edition"
"20006716","38827","Touring Elite"
"20006717","38828","Platinum Collection"
"20006718","38903","Heritage Lightning"
"20006719","38943","LE Anniversary Edition"
"20006720","38983","GL 350 BlueTEC 4MATIC"
"20006721","39063","Sport SLS"
"20006722","39163","2.5 Sport"
"20006723","39223","4.2 Spyder"
"20006724","39243","Lariat Limited"
"20006725","39263","SVT Raptor"
"20006726","39283","R-Line"
"20006727","39303","LP5502"
"20006728","39343","2.5 X Touring"
"20006729","39443","LP570-4 Superleggera"
"20006730","39503","Latitude X"
"20006731","39563","GT2 RS"
"20006732","39603","Police"
"20006733","39623","Limited 2.0T"
"20006734","39624","SE 2.0T"
"20006735","39803","Release Series 3.0"
"20006736","39823","TDI Executive"
"20006737","39824","TDI Lux"
"20006738","39825","TDI Sport"
"20006739","39826","VR6 Lux"
"20006740","40043","Citadel"
"20006741","40123","Touring-L"
"20006742","40163","Turbo4"
"20006743","40164","Turbo4 Premium"
"20006744","40165","Turbo6"
"20006745","40203","xDrive28i"
"20006746","40263","EX Turbo"
"20006747","40583","HPE"
"20006748","40723","Carbon Black"
"20006749","40763","Boss 302"
"20006750","40844","3.0i Premium"
"20006751","40847","Pop"
"20006752","40848","Lounge"
"20006753","41705","EcoStandard"
"20006754","41783","Black Edition"
"20006755","41963","Release Series 8.0"
"20006756","41983","Laramie Longhorn"
"20006757","42003","Advance"
"20006758","42065","S High Roof"
"20006759","42066","SV High Roof"
"20006760","42143","Base w/Moonroof, Heated Seats"
"20006761","42183","EcoChic"
"20006762","42184","EcoSport"
"20006763","42203","Lone Star"
"20006764","42223","Big Horn"
"20006765","42243","Carrera 40th Anniversary"
"20006766","42363","Type S w/Navigation"
"20006767","42403","S 2+2"
"20006768","42443","3.2 w/Navigation"
"20006769","42483","IPL"
"20006770","42503","Supercharged SS"
"20006771","42523","70th Anniversary"
"20006772","42583","ZL1"
"20006773","42603","C 250"
"20006774","42643","4.2 quattro Spyder"
"20006775","42644","5.2 quattro Spyder"
"20006776","42844","LP700-4"
"20006777","42863","Carrera GTS"
"20006778","42923","TDI LE"
"20006779","43023","GLI Autobahn"
"20006780","43183","Turbo 4"
