"TRIMID","ODSID","NAME"
"20004308","22902","380SEL"
"20004309","22903","4"
"20004310","22904","4.0 S"
"20004311","22905","4.0 SE 4WD"
"20004312","22906","4.0L Cabriolet"
"20004313","22907","4.2 Avant quattro"
"20004314","22908","4.2 L quattro Cabriolet"
"20004315","22909","4.0L"
"20004316","22910","4.2 quattro"
"20004317","22911","4.2"
"20004318","22912","4.2 quattro L"
"20004319","22913","4.2 L"
"20004320","22914","4.4i"
"20004321","22915","4.2 Premium"
"20004322","22916","4.6 HSE 4WD"
"20004323","22917","4.2 quattro Cabriolet"
"20004324","22918","4.2i"
"20004325","22919","4.6is"
"20004326","22920","4.6 HSE"
"20004327","22921","4.8is"
"20004328","22922","4.6 SE"
"20004329","22923","4.8i"
"20004330","22924","400"
"20004331","22925","400SE"
"20004332","22926","404"
"20004333","22927","400E"
"20004334","22928","43 AMG"
"20004335","22929","400SEL"
"20004336","22930","430 Cabriolet"
"20004337","22931","420SEL"
"20004338","22932","440"
"20004339","22933","430"
"20004340","22934","454 SS"
"20004341","22935","430 V"
"20004342","22936","4WS"
"20004343","22937","442"
"20004344","22938","5.0L"
"20004345","22939","4WD"
"20004346","22940","5.2 quattro"
"20004347","22941","4x4 Xtracab"
"20004348","22942","5.9 Limited"
"20004349","22943","50 DL"
"20004350","22944","500 Cabriolet"
"20004351","22945","5000 CS Turbo"
"20004352","22946","5.2"
"20004353","22947","500SEL"
"20004354","22948","5.3i"
"20004355","22949","50th Anniversary Edition"
"20004356","22950","50"
"20004357","22951","55 AMG Cabriolet"
"20004358","22952","500"
"20004359","22953","550 Cabriolet"
"20004360","22954","500 XL"
"20004361","22955","560SEL"
"20004362","22956","500SEC"
"20004363","22957","58"
"20004364","22958","500SL Roadster"
"20004365","22959","58LS"
"20004366","22960","55 AMG"
"20004367","22961","6-cyl"
"20004368","22962","550"
"20004369","22963","560SEC"
"20004370","22964","560SL"
"20004371","22965","58-L"
"20004372","22966","6"
"20004373","22967","6.0L"
"20004374","22968","6.0L Cabriolet"
"20004375","22969","60"
"20004376","22970","600SEC"
"20004377","22971","600SEL"
"20004378","22972","600SL"
"20004379","22973","60S"
"20004380","22974","63 AMG"
"20004381","22975","63 AMG Cabriolet"
"20004382","22976","65 AMG"
"20004383","22977","70"
"20004384","22978","700"
"20004385","22979","722 Edition"
"20004386","22980","770"
"20004387","22981","75"
"20004388","22982","800"
"20004389","22983","870"
"20004390","22984","880"
"20004391","22985","90 Hard Top"
"20004392","22986","80"
"20004393","22987","900"
"20004394","22988","860"
"20004395","22989","95"
"20004396","22990","870 Deluxe"
"20004397","22991","A6"
"20004398","22992","90"
"20004399","22993","AC SR5"
"20004400","22994","90 Soft Top"
"20004401","22995","AD100"
"20004402","22996","90th Anniversary"
"20004403","22997","AD150 S"
"20004404","22998","990"
"20004405","22999","AMX"
"20004406","23000","AC Limited"
"20004407","23001","AN6"
"20004408","23002","ACR"
"20004409","23003","AD150"
"20004410","23004","AMG"
"20004411","23005","AN5"
"20004412","23006","AN7"
"20004413","23007","AN8"
"20004414","23008","APV"
"20004415","23009","APV CL"
"20004416","23010","APV LS"
"20004417","23011","AW100"
"20004418","23012","AW150"
"20004419","23013","AW150 S"
"20004420","23014","AWD"
"20004421","23015","Access Cab"
"20004422","23016","Access Cab Limited"
"20004423","23017","Access Cab Limited 4WD"
"20004424","23018","Access Cab SR5"
"20004425","23019","Access Cab SR5 4WD"
"20004426","23020","Ace"
"20004427","23021","Adrenalin"
"20004428","23022","Adventurer"
"20004429","23023","Aero 1993.5"
"20004430","23024","All-Trac"
"20004431","23025","All-Trac Deluxe"
"20004432","23026","All-Trac Turbo"
"20004433","23027","Aero"
"20004434","23028","Alpina"
"20004435","23029","America"
"20004436","23030","Aerocoupe"
"20004437","23031","Anniversary"
"20004438","23032","All-Trac DX"
"20004439","23033","Arc"
"20004440","23034","All-Trac LE"
"20004441","23035","Auto Wagon"
"20004442","23036","Alpha"
"20004443","23037","Avant  3.0 quattro"
"20004444","23038","Alpine Sport AWD"
"20004445","23039","America Roadster"
"20004446","23040","B150"
"20004447","23041","Anniversary Edition"
"20004448","23042","B1500"
"20004449","23043","B2000"
"20004450","23044","B2000 LX"
"20004451","23045","B2000 SE-5"
"20004452","23046","B2000 SE-5 Sundowner"
"20004453","23047","B2000 Sundowner Sport"
"20004454","23048","B2200"
"20004455","23049","B2200 LX"
"20004456","23050","B2200 SE-5"
"20004457","23051","B2300"
"20004458","23052","B2300 SE"
"20004459","23053","B2300 SE-5"
"20004460","23054","B2300 SX"
"20004461","23055","B250 LE"
"20004462","23056","B250 Maxi Wagon"
"20004463","23057","B250 Maxiwagon"
"20004464","23058","B2500 Maxi Van"
"20004465","23059","B2500 Maxivan"
"20004466","23060","B2500 SE"
"20004467","23061","B2500 SX"
"20004468","23062","Arc 3.0t"
"20004469","23063","Avant"
"20004470","23064","Avant quattro"
"20004471","23065","B150 LE"
"20004472","23066","B1500 Maxi Van"
"20004473","23067","B2600 Cab Plus"
"20004474","23068","B2000 Cab Plus"
"20004475","23069","B2600 LX Cab Plus"
"20004476","23070","B2000 LX Cab Plus"
"20004477","23071","B2600 SE-5 Cab Plus"
"20004478","23072","B2000 SE-5 Cab Plus"
"20004479","23073","B2600i Cab Plus"
"20004480","23074","B2000 Sundowner"
"20004481","23075","B2600i SE-5"
"20004482","23076","B2000 Sundowner Sport LE"
"20004483","23077","B3000"
"20004484","23078","B2200 Cab Plus"
"20004485","23079","B3000 Cab Plus 4"
"20004486","23080","B2200 LX Cab Plus"
"20004487","23081","B3000 DS Cab Plus"
"20004488","23082","B2200 SE-5 Cab Plus"
"20004489","23083","B2300 Cab Plus"
"20004490","23084","B2300 SE Cab Plus"
"20004491","23085","B2300 SE-5 Cab Plus"
"20004492","23086","B250"
"20004493","23087","B3000 SE"
"20004494","23088","B250 Maxi Van"
"20004495","23089","B3000 SE Cab Plus 4"
"20004496","23090","B250 Maxivan"
"20004497","23091","B3000 Troy Lee Cab Plus 4"
"20004498","23092","B2500"
"20004499","23093","B350 LE"
"20004500","23094","B350 Maxi Wagon"
"20004501","23095","B2500 Maxi Wagon"
"20004502","23096","B2500 Maxiwagon"
"20004503","23097","B350 Maxiwagon"
"20004504","23098","B2500 SE Cab Plus"
"20004505","23099","B3500"
"20004506","23100","B2600"
"20004507","23101","B3500 Maxi Wagon"
"20004508","23102","B2600 LX"
"20004509","23103","B2600 SE-5"
"20004510","23104","B2600i"
"20004511","23105","B3500 Maxiwagon"
"20004512","23106","B2600i LX Cab Plus"
"20004513","23107","B4000 Cab Plus"
"20004514","23108","B2600i SE-5 Cab Plus"
"20004515","23109","B3000 Cab Plus"
"20004516","23110","B4000 DS Cab Plus"
"20004517","23111","B3000 DS"
"20004518","23112","B4000 LE Cab Plus"
"20004519","23113","B4000 SE Cab Plus"
"20004520","23114","B3000 DS Cab Plus 4"
"20004521","23115","BJ7"
"20004522","23116","B3000 SE Cab Plus"
"20004523","23117","BN1"
"20004524","23118","B3000 SX"
"20004525","23119","BN4"
"20004526","23120","B350"
"20004527","23121","BN7"
"20004528","23122","B350 Maxi Van"
"20004529","23123","B350 Maxivan"
"20004530","23124","B350 Royal"
"20004531","23125","B3500 Maxi Van"
"20004532","23126","B3500 Maxivan"
"20004533","23127","B4000"
"20004534","23128","B4000 DS"
"20004535","23129","B4000 DS Cab Plus 4"
"20004536","23130","B4000 SE"
"20004537","23131","B4000 SE Cab Plus 4"
"20004538","23132","BJ8"
"20004539","23133","BN2"
"20004540","23134","BN6"
"20004541","23135","BT7"
"20004542","23136","Bavaria"
"20004543","23137","Berlinetta F1"
"20004544","23138","Bermuda"
"20004545","23139","Base"
"20004546","23140","Bianchina"
"20004547","23141","Berlinetta"
"20004548","23142","Bill Blass"
"20004549","23143","Black Magic"
"20004550","23144","Bonus Cab"
"20004551","23145","Briarwood"
"20004552","23146","Brighton AWD"
"20004553","23147","Berlinetta Sport"
"20004554","23148","Brougham"
"20004555","23149","Best Seller"
"20004556","23150","Brougham Hard Top"
"20004557","23151","Biarritz"
"20004558","23152","Bullitt"
"20004559","23153","Bill Blass Deluxe"
"20004560","23154","C"
"20004561","23155","Blazer"
"20004562","23156","C1500"
"20004563","23157","Boutique"
"20004564","23158","C1500 Extended Cab"
"20004565","23159","Brighton"
"20004566","23160","C1500 Extended Cab LT"
"20004567","23161","Broadmoor"
"20004568","23162","C1500 Extended Cab SLE"
"20004569","23163","C1500 HD Crew Cab LS"
"20004570","23164","C1500 HD Crew Cab SLE"
"20004571","23165","C1500 LS"
"20004572","23166","C1500 Limited Edition"
"20004573","23167","Brougham Cruiser"
"20004574","23168","C1500 SLE"
"20004575","23169","Brougham LS"
"20004576","23170","C20"
"20004577","23171","Business"
"20004578","23172","C230"
"20004579","23173","C10"
"20004580","23174","C230 Kompressor Sport"
"20004581","23175","C1500 Club Coupe"
"20004582","23176","C240 4MATIC"
"20004583","23177","C1500 Extended Cab LS"
"20004584","23178","C2500 Club Coupe"
"20004585","23179","C1500 Extended Cab SL"
"20004586","23180","C2500 Extended Cab H/D"
"20004587","23181","C1500 Extended Cab SLT"
"20004588","23182","C2500 HD"
"20004589","23183","C2500 HD Crew Cab LS"
"20004590","23184","C2500 HD Crew Cab SL"
"20004591","23185","C2500 HD Crew Cab SLT"
"20004592","23186","C2500 HD Extended Cab SL"
"20004593","23187","C1500 HD Crew Cab LT"
"20004594","23188","C2500 HD Extended Cab SLT"
"20004595","23189","C1500 HD Crew Cab SLT"
"20004596","23190","C2500 HD SLE"
"20004597","23191","C1500 LT"
"20004598","23192","C2500 L/D"
"20004599","23193","C1500 SL"
"20004600","23194","C2500 LT"
"20004601","23195","C1500 Special"
"20004602","23196","C220"
"20004603","23197","C2500 SL"
"20004604","23198","C230 Kompressor"
"20004605","23199","C2500HD"
"20004606","23200","C240"
"20004607","23201","C2500HD Extended Cab"
"20004608","23202","C2500"
"20004609","23203","C2500 Extended Cab"
"20004610","23204","C2500 H/D"
"20004611","23205","C2500 HD Crew Cab"
"20004612","23206","C2500 HD Crew Cab LT"
"20004613","23207","C2500HD Extended Cab LT"
"20004614","23208","C2500 HD Crew Cab SLE"
"20004615","23209","C280"
"20004616","23210","C2500 HD Extended Cab"
"20004617","23211","C2500 HD Extended Cab SLE"
"20004618","23212","C3"
"20004619","23213","C2500 HD SL"
"20004620","23214","C 300 4MATIC Luxury"
"20004621","23215","C 300 Luxury"
"20004622","23216","C2500 Heavy Duty"
"20004623","23217","C32 AMG"
"20004624","23218","C2500 LS"
"20004625","23219","C2500 Light Duty"
"20004626","23220","C320 4MATIC"
"20004627","23221","C2500 SLE"
"20004628","23222","C 350"
"20004629","23223","C 350 Sport"
"20004630","23224","C3500 Club Coupe"
"20004631","23225","C3500 Crew Cab LS"
"20004632","23226","C3500 Crew Cab SL"
"20004633","23227","C3500 Crew Cab SLT"
"20004634","23228","C2500HD Crew Cab"
"20004635","23229","C3500 Extended Cab LS"
"20004636","23230","C2500HD Extended Cab LS"
"20004637","23231","C3500 Extended Cab SL"
"20004638","23232","C2500HD LS"
"20004639","23233","C3500 Extended Cab SLT"
"20004640","23234","C280 4MATIC"
"20004641","23235","C36 AMG"
"20004642","23236","C3 Extended Cab"
"20004643","23237","C43 AMG"
"20004644","23238","C 300 4MATIC Sport"
"20004645","23239","C 63 AMG"
"20004646","23240","C 300 Sport"
"20004647","23241","CD Turbo"
"20004648","23242","C320"
"20004649","23243","C320 Sport"
"20004650","23244","C 350 4MATIC"
"20004651","23245","C3500"
"20004652","23246","C3500 Crew Cab"
"20004653","23247","CD-T Turbo Diesel"
"20004654","23248","C3500 Crew Cab LT"
"20004655","23249","CDE Turbo"
"20004656","23250","C3500 Crew Cab SLE"
"20004657","23251","CE"
"20004658","23252","C3500 Extended Cab"
"20004659","23253","CES"
"20004660","23254","C3500 Extended Cab LT"
"20004661","23255","CL AWD"
"20004662","23256","C3500 Extended Cab SLE"
"20004663","23257","CL55 AMG"
"20004664","23258","C36"
"20004665","23259","CL 600"
"20004666","23260","C43"
"20004667","23261","CL 65 AMG"
"20004668","23262","C55 AMG Sport"
"20004669","23263","CD"
"20004670","23264","CD-T"
"20004671","23265","CDE"
"20004672","23266","CLK550"
"20004673","23267","CDX"
"20004674","23268","CLS"
"20004675","23269","CE V6"
"20004676","23270","CLS500"
"20004677","23271","CL"
"20004678","23272","CLS 63 AMG"
"20004679","23273","CL500"
"20004680","23274","CL 550"
"20004681","23275","CR"
"20004682","23276","CRX 1.5"
"20004683","23277","CL 63 AMG"
"20004684","23278","CLK350"
"20004685","23279","CRX HF"
"20004686","23280","CLK63 AMG Black Series"
"20004687","23281","CS"
"20004688","23282","CLS350"
"20004689","23283","CLS 550"
"20004690","23284","CLX"
"20004691","23285","CRX"
"20004692","23286","CRX DX"
"20004693","23287","CRX Si"
"20004694","23288","CS AWD"
"20004695","23289","CS Special Edition"
"20004696","23290","CS quattro"
"20004697","23291","CS quattro Sport"
"20004698","23292","CSE"
"20004699","23293","CSE Turbo"
"20004700","23294","CS Commemorative Edition"
"20004701","23295","CSi"
"20004702","23296","CS Turbo"
"20004703","23297","CVCC"
"20004704","23298","CS quattro Commemorative Edition"
"20004705","23299","CX Plus"
"20004706","23300","CS quattro Turbo"
"20004707","23301","CXL Plus"
"20004708","23302","CSE Anniversary"
"20004709","23303","CSX"
"20004710","23304","CV"
"20004711","23305","CX"
"20004712","23306","CXS"
"20004713","23307","CXL"
"20004714","23308","Cab Plus 4"
"20004715","23309","CXL Special Edition"
"20004716","23310","Cabriolet"
"20004717","23311","Cab Plus"
"20004718","23312","Cadet"
"20004719","23313","Cab Plus 4WD"
"20004720","23314","Caliente"
"20004721","23315","Cabriolet Turbo"
"20004722","23316","Camper"
"20004723","23317","Calais"
"20004724","23318","Camper GL Syncro"
"20004725","23319","Cambiocorsa"
"20004726","23320","Canopy"
"20004727","23321","Camper GL"
"20004728","23322","Capri"
"20004729","23323","Carat"
"20004730","23324","Cargo Ext Van"
"20004731","23325","Cargo Extended Van"
"20004732","23326","Campmobile"
"20004733","23327","Cargo Van AWD"
"20004734","23328","Canopy Express"
"20004735","23329","Carrera"
"20004736","23330","Caprice"
"20004737","23331","Carrera 2 Cabriolet"
"20004738","23332","Caravelle"
"20004739","23333","Carrera 4"
"20004740","23334","Cargo Ext Van AWD"
"20004741","23335","Carrera 4 Coupe"
"20004742","23336","Cargo Van"
"20004743","23337","Carrera 4S"
"20004744","23338","Cargo Van Extended AWD"
"20004745","23339","Carrera C2S"
"20004746","23340","Carrera 2"
"20004747","23341","Carrera Cabriolet"
"20004748","23342","Carrera 2 Targa"
"20004749","23343","Carrera 4 Cabriolet"
"20004750","23344","Carrera 4 Targa"
"20004751","23345","Carrera 4S Cabriolet"
"20004752","23346","Carrera S"
"20004753","23347","Carrera C4S"
"20004754","23348","Carrera SC"
"20004755","23349","Carrera RS"
"20004756","23350","Carrera Turbo"
"20004757","23351","Carrera S Cabriolet"
"20004758","23352","Carrera Turbo GT2"
"20004759","23353","Carrera Targa"
"20004760","23354","Carrera Turbo S Cabriolet"
"20004761","23355","Carrera Turbo Cabriolet"
"20004762","23356","Cartier Designer"
"20004763","23357","Carrera Turbo S"
"20004764","23358","Celebration Edition III"
"20004765","23359","Chateau"
"20004766","23360","Cartier"
"20004767","23361","Chateau Heavy Duty"
"20004768","23362","Cartier L"
"20004769","23363","Champion"
"20004770","23364","Chateau H/D"
"20004771","23365","Cheyenne"
"20004772","23366","Cheyenne Extended Cab"
"20004773","23367","Cic"
"20004774","23368","Cheyenne Crew Cab"
"20004775","23369","Ciera Brougham"
"20004776","23370","Ci"
"20004777","23371","Cinco"
"20004778","23372","Ciera"
"20004779","23373","Classic"
"20004780","23374","Ciera LS"
"20004781","23375","Classic 2500 Crew Cab"
"20004782","23376","City III"
"20004783","23377","Classic 2WD"
"20004784","23378","Classic 1500"
"20004785","23379","Classic 3500 Crew Cab"
"20004786","23380","Classic 2500 HD"
"20004787","23381","Classic Brougham"
"20004788","23382","Classic 3500"
"20004789","23383","Classic 4WD"
"20004790","23384","Classic C1500"
"20004791","23385","Classic C2500"
"20004792","23386","Classic C1500 Extended Cab"
"20004793","23387","Classic C2500 Extended Cab H/D"
"20004794","23388","Classic C2500 Crew Cab"
"20004795","23389","Classic C3500"
"20004796","23390","Classic C2500 H/D"
"20004797","23391","Classic C3500 Extended Cab"
"20004798","23392","Classic C3500 Crew Cab"
"20004799","23393","Classic Estate"
"20004800","23394","Classic Denali Crew Cab"
"20004801","23395","Classic K1500 Extended Cab"
"20004802","23396","Classic K1500"
"20004803","23397","Classic K2500 Extended Cab H/D"
"20004804","23398","Classic K2500 Crew Cab"
"20004805","23399","Classic K3500"
"20004806","23400","Classic K2500 H/D"
"20004807","23401","Classic K3500 Extended Cab"
"20004808","23402","Classic K3500 Crew Cab"
"20004809","23403","Classic Special"
"20004810","23404","Club Cab"
"20004811","23405","Club Cab DRW"
"20004812","23406","Clipper"
"20004813","23407","Club Cab Sport"
"20004814","23408","Club Cab 4WD"
"20004815","23409","Club Racer"
"20004816","23410","Club Cab R/T"
"20004817","23411","Cobra"
"20004818","23412","Club Coupe"
"20004819","23413","Colony Park"
"20004820","23414","Colony Park LS"
"20004821","23415","Club Spec"
"20004822","23416","Collection Rouge"
"20004823","23417","Commemorative Edition"
"20004824","23418","Colony Park GS"
"20004825","23419","Competition"
"20004826","23420","Comfort"
"20004827","23421","Concourse"
"20004828","23422","Compact"
"20004829","23423","Concours"
"20004830","23424","Concourse Estate"
"20004831","23425","Convertible"
"20004832","23426","Cosworth"
"20004833","23427","Country 4WD"
"20004834","23428","Country Squire LX"
"20004835","23429","County Classic"
"20004836","23430","County SE"
"20004837","23431","Coupe GTV6"
"20004838","23432","Crestwood"
"20004839","23433","Crew Cab 2WD"
"20004840","23434","Convenience"
"20004841","23435","Crew Cab DRW"
"20004842","23436","Corsa"
"20004843","23437","Crew Cab Lariat"
"20004844","23438","Country"
"20004845","23439","Crew Cab Super Duty DRW"
"20004846","23440","Country Squire"
"20004847","23441","Crew Cab XLT"
"20004848","23442","County"
"20004849","23443","County LWB"
"20004850","23444","Coupe"
"20004851","23445","Crestline"
"20004852","23446","Crew Cab"
"20004853","23447","Crew Cab Classic"
"20004854","23448","Crew Cab H/D"
"20004855","23449","Crew Cab Super Duty"
"20004856","23450","Crew Cab XL"
"20004857","23451","CrewMax"
"20004858","23452","Crew Cab XLT Lariat"
"20004859","23453","CrewMax Limited"
"20004860","23454","CrewMax Grade"
"20004861","23455","Crimson Cat"
"20004862","23456","CrewMax SR5"
"20004863","23457","Crown Victoria Country Squire"
"20004864","23458","Crown Victoria"
"20004865","23459","Crown Victoria S"
"20004866","23460","Crown Victoria LX"
"20004867","23461","Cruiser"
"20004868","23462","Crown Victoria Touring"
"20004869","23463","Cruiser Brougham"
"20004870","23464","Cruiser SL"
"20004871","23465","Custom"
"20004872","23466","Custom Crew Cab"
"20004873","23467","Custom Cruiser"
"20004874","23468","Cruiser S"
"20004875","24535","Mark IV"
"20004876","24536","Model 71"
"20004877","24537","Model 73"
"20004878","24538","Maxi Cab"
"20004879","24539","Model 734"
"20004880","24540","Medallion"
"20004881","24541","Model 745"
"20004882","24542","Mi 16"
"20004883","24543","Mini Ram"
"20004884","24544","Mk II"
"20004885","24545","Model 10"
"20004886","24546","Model 1002"
"20004887","24547","Model 80"
"20004888","24548","Model 1004"
"20004889","24549","Model 826"
"20004890","24550","Model 1006"
"20004891","24551","Model 840"
"20004892","24552","Model 1102"
"20004893","24553","Model 900"
"20004894","24554","Model 1104"
"20004895","24555","Model 902"
"20004896","24556","Model 1106"
"20004897","24557","Model 905"
"20004898","24558","Model 1108"
"20004899","24559","Model 91"
"20004900","24560","Model 1203"
"20004901","24561","Model 95H"
"20004902","24562","Model 1205"
"20004903","24563","Model 133"
"20004904","24564","Model 143"
"20004905","24565","Model 1604"
"20004906","24566","Model 1703"
"20004907","24567","Model FB"
"20004908","24568","Model 1800"
"20004909","24569","Model FD"
"20004910","24570","Model 1803"
"20004911","24571","Model FH"
"20004912","24572","Model 1805"
"20004913","24573","Model GE"
"20004914","24574","Model 1807"
"20004915","24575","Model GJ"
"20004916","24576","Model 1900"
"20004917","24577","Model OEH"
"20004918","24578","Model 1903"
"20004919","24579","Model Special A"
"20004920","24580","Model 1905"
"20004921","24581","Monza"
"20004922","24582","Model 1907"
"20004923","24583","Model 1951"
"20004924","24584","Model 20"
"20004925","24585","Model 2001"
"20004926","24586","Monza Spyder"
"20004927","24587","Model 2011"
"20004928","24588","Multi-Van"
"20004929","24589","Model 2021"
"20004930","24590","N-145"
"20004931","24591","Model 2301"
"20004932","24592","NISMO"
"20004933","24593","Model 236"
"20004934","24594","NX"
"20004935","24595","Model 30"
"20004936","24596","NX Turbo"
"20004937","24597","Model 333"
"20004938","24598","Nautica"
"20004939","24599","Model 343"
"20004940","24600","Model 433"
"20004941","24601","New GL TDI"
"20004942","24602","Model 526"
"20004943","24603","Model 54"
"20004944","24604","Model 5S"
"20004945","24605","Model 62"
"20004946","24606","New GLS TDI"
"20004947","24607","Model 633"
"20004948","24608","Nomad"
"20004949","24609","Model 645"
"20004950","24610","Off-Road"
"20004951","24611","Model 70"
"20004952","24612","One Ton"
"20004953","24613","Model 726"
"20004954","24614","Open Top Hard Doors"
"20004955","24615","Model 733"
"20004956","24616","Outback Limited 30th Anniversary"
"20004957","24617","Model 740"
"20004958","24618","Outback Sport Wagon"
"20004959","24619","Model 75"
"20004960","24620","Overland"
"20004961","24621","Model 81"
"20004962","24622","P3"
"20004963","24623","P5"
"20004964","24624","PRO-4X"
"20004965","24625","PRO-4X King Cab"
"20004966","24626","Model 833"
"20004967","24627","Pacifica"
"20004968","24628","Model 90"
"20004969","24629","Panel 1LT"
"20004970","24630","Model 901"
"20004971","24631","Panel Delivery Expre"
"20004972","24632","Model 904"
"20004973","24633","Panel Express"
"20004974","24634","Model 906"
"20004975","24635","Park Avenue"
"20004976","24636","Parkview"
"20004977","24637","Model 92"
"20004978","24638","Passion Cabriolet"
"20004979","24639","Model FA"
"20004980","24640","Performance"
"20004981","24641","Model FC"
"20004982","24642","Pillared Hardtop"
"20004983","24643","Pininfarina"
"20004984","24644","Pioneer 4WD"
"20004985","24645","Platinum Edition"
"20004986","24646","Plus"
"20004987","24647","Police Interceptor"
"20004988","24648","Pony"
"20004989","24649","Power Wagon"
"20004990","24650","PreRunner Access Cab"
"20004991","24651","PreRunner Xtracab"
"20004992","24652","Premier Turbo"
"20004993","24653","Premiere Edition"
"20004994","24654","Premium LX"
"20004995","24655","Pro-Am Edition"
"20004996","24656","Pure"
"20004997","24657","Quad Cab 4WD"
"20004998","24658","Quad Cab Power Wagon"
"20004999","24659","Quadrifoglio Gold"
"20005000","24660","R"
"20005001","24661","R Mulliner"
"20005002","24662","Model FE"
"20005003","24663","Model GB"
"20005004","24664","Model GH"
"20005005","24665","Model GL"
"20005006","24666","R/T"
"20005007","24667","Model Six-40"
"20005008","24668","R10"
"20005009","24669","R3"
"20005010","24670","Mojave SR5"
"20005011","24671","R320 CDI"
"20005012","24672","Monza 900"
"20005013","24673","R 350"
"20005014","24674","Mulliner"
"20005015","24675","R500"
"20005016","24676","Multipla"
"20005017","24677","R63 AMG"
"20005018","24678","NBX"
"20005019","24679","RH Drive"
"20005020","24680","NISMO Off Road"
"20005021","24681","RS"
"20005022","24682","NX SE"
"20005023","24683","NX XE"
"20005024","24684","New GL"
"20005025","24685","New GLS"
"20005026","24686","RS 1995.5"
"20005027","24687","New GLS VR6"
"20005028","24688","RS 60 Spyder"
"20005029","24689","OZ Rally"
"20005030","24690","RS Turbo"
"20005031","24691","Olympic Gold"
"20005032","24692","RT"
"20005033","24693","Open Top"
"20005034","24694","Outback AWD"
"20005035","24695","RT/10"
"20005036","24696","Outback Limited AWD"
"20005037","24697","RTS"
"20005038","24698","Outdoor AWD"
"20005039","24699","Ralliart"
"20005040","24700","P"
"20005041","24701","Ram Van"
"20005042","24702","P4"
"20005043","24703","P6"
"20005044","24704","PRO-4X Crew Cab"
"20005045","24705","PS Special Edition"
"20005046","24706","Red Label"
"20005047","24707","Panel"
"20005048","24708","Regal"
"20005049","24709","Panel 2LT"
"20005050","24710","Panel Delivery Express"
"20005051","24711","Regal Limited"
"20005052","24712","Regency Brougham"
"20005053","24713","Panel LS"
"20005054","24714","Regency Elite Series I"
"20005055","24715","Park Avenue Ultra"
"20005056","24716","Regency Special Edition"
"20005057","24717","Passion"
"20005058","24718","Rekord"
"20005059","24719","Pelham"
"20005060","24720","Pickup"
"20005061","24721","Renown"
"20005062","24722","Pinehurst"
"20005063","24723","Pioneer"
"20005064","24724","Platinum"
"20005065","24725","Platinum Limited Edition"
"20005066","24726","Plus 2"
"20005067","24727","Polo"
"20005068","24728","Portfolio"
"20005069","24729","PreRunner"
"20005070","24730","PreRunner Double Cab"
"20005071","24731","Premier"
"20005072","24732","Premiere"
"20005073","24733","Premium"
"20005074","24734","Premium Luxury"
"20005075","24735","Pucci"
"20005076","24736","Quad Cab"
"20005077","24737","Quad Cab DRW"
"20005078","24738","Quadrifoglio"
"20005079","24739","Quadrifoglio Platinum"
"20005080","24740","R AWD"
"20005081","24741","R-Design"
"20005082","24742","Roadster"
"20005083","24743","Roadster quattro"
"20005084","24744","Royal"
"20005085","24745","Royale"
"20005086","24746","Royale LS"
"20005087","24747","R/T Turbo AWD"
"20005088","24748","Royale LSS"
"20005089","24749","R20"
"20005090","24750","Rubicon"
"20005091","24751","R32 4Motion"
"20005092","24752","S"
"20005093","24753","R320 CDI 4MATIC"
"20005094","24754","S 1988.5"
"20005095","24755","R 350 4MATIC"
"20005096","24756","S 2WD"
"20005097","24757","R500 4MATIC"
"20005098","24758","S Futura"
"20005099","24759","R63 AMG 4MATIC"
"20005100","24760","S Long Bed"
"20005101","24761","RL"
"20005102","24762","S One Ton Long Bed"
"20005103","24763","S R7C Special Edition"
"20005104","24764","S Series II"
"20005105","24765","S Spacecab"
"20005106","24766","S Sportswagon"
"20005107","24767","RS 1988.5 Turbo"
"20005108","24768","S SuperCab H/D"
"20005109","24769","RS 4WD"
"20005110","24770","S Turbo Diesel"
"20005111","24771","RS America"
"20005112","24772","S quattro"
"20005113","24773","RS Turbo AWD"
"20005114","24774","S-10"
"20005115","24775","RT/1"
"20005116","24776","S-13"
"20005117","24777","RTL"
"20005118","24778","S-15"
"20005119","24779","RTX"
"20005120","24780","S-17"
"20005121","24781","Rally"
"20005122","24782","S-2"
"20005123","24783","S-22"
"20005124","24784","S-25"
"20005125","24785","S-27"
"20005126","24786","S-6"
"20005127","24787","Ranch Wagon"
"20005128","24788","S-8"
"20005129","24789","Red Line"
"20005130","24790","S-Runner Xtracab"
"20005131","24791","Regal Deluxe"
"20005132","24792","S/C"
"20005133","24793","Regency"
"20005134","24794","S/C King Cab"
"20005135","24795","Regency Elite"
"20005136","24796","S/C-V6 Crew Cab"
"20005137","24797","Regency Elite Series II"
"20005138","24798","S/C-V6 King Cab"
"20005139","24799","Regent"
"20005140","24800","S15"
"20005141","24801","Renegade"
"20005142","24802","S2 Cabriolet"
"20005143","24803","S320"
"20005144","24804","S320 Standard Wheelbase"
"20005145","24805","S350 Turbo Diesel"
"20005146","24806","S420"
"20005147","24807","S430 4MATIC"
"20005148","24808","S500"
"20005149","24809","S500 Coupe"
"20005150","24810","S 550"
"20005151","24811","S 600"
"20005152","24812","S 63 AMG"
"20005153","24813","SC"
"20005154","24814","SC R7D Special Edition"
"20005155","24815","SC Series I"
"20005156","24816","SC Targa"
"20005157","24817","SD"
"20005158","24818","SDL"
"20005159","24819","SE 1"
"20005160","24820","SE 2"
"20005161","24821","SE 2.0 Turbo"
"20005162","24822","Rio Grande"
