"MODELID","ODSID","NAME"
"20001074","22273","Toronado"
"20001075","22274","Versa"
"20001076","22275","Torpedo 29"
"20001077","22276","Vibe"
"20001078","22277","Torpedo JB"
"20001079","22278","Victory"
"20001080","22279","Torrent"
"20001081","22280","Villager"
"20001082","22281","Touareg 2"
"20001083","22282","Virage"
"20001084","22283","Vision"
"20001085","22284","Vitara"
"20001086","22285","Volante"
"20001087","22286","Town Car"
"20001088","22287","Voyager"
"20001089","22288","Tracer"
"20001090","22289","Vue Green Line"
"20001091","22290","Trail Duster"
"20001092","22291","W100"
"20001093","22292","TrailBlazer EXT"
"20001094","22293","W250"
"20001095","22294","Traveler"
"20001096","22295","Wagon"
"20001097","22296","Traverse"
"20001098","22297","Wagoneer"
"20001099","22298","Tribeca"
"20001100","22299","Wayfarer"
"20001101","22300","Tribute Hybrid"
"20001102","22301","Windsor"
"20001103","22302","Tucson"
"20001104","22303","Turbo R"
"20001105","22304","Turbo RT"
"20001106","22305","Turismo"
"20001107","22306","Wrangler"
"20001108","22307","Twelve"
"20001109","22308","X-Type"
"20001110","22309","Twin Ignition Six"
"20001111","22310","X3"
"20001112","22311","Two-Litre"
"20001113","22312","X6"
"20001114","22313","XC70"
"20001115","22314","Type 51"
"20001116","22315","XF"
"20001117","22316","Type 55"
"20001118","22317","XG350"
"20001119","22318","Type 59"
"20001120","22319","Type 62"
"20001121","22320","XJ12"
"20001122","22321","Type B"
"20001123","22322","XJ8"
"20001124","22323","XJR-S"
"20001125","22324","XK"
"20001126","22325","XK 140"
"20001127","22326","XK8"
"20001128","22327","XKR"
"20001129","22328","XL7"
"20001130","22329","XR4Ti"
"20001131","22330","Xterra"
"20001132","22331","Yaris"
"20001133","22332","Yukon Hybrid"
"20001134","22333","Z3"
"20001135","22334","Z4 M"
"20001136","22335","ZX2"
"20001137","22336","Zephyr"
"20001138","22337","del Sol"
"20001139","22338","i-290"
"20001140","22339","i-370"
"20001141","22340","xA"
"20001142","22341","xD"
"20001143","22342","Type D"
"20001144","22343","Type F"
"20001145","22344","Type H"
"20001146","22345","Uplander"
"20001147","22346","Utility"
"20001148","22347","V-8"
"20001149","22348","V20"
"20001150","22349","V40"
"20001151","22350","V70"
"20001152","22351","V90"
"20001153","22352","Vagabond"
"20001154","22353","Van"
"20001155","22354","Vanden Plas"
"20001156","22356","Vega"
"20001157","22357","Ventura"
"20001158","22358","Venza"
"20001159","22359","Verona"
"20001160","22360","Versailles"
"20001161","22361","Victoria"
"20001162","22362","Vigor"
"20001163","22363","Viper"
"20001164","22364","Virginian"
"20001165","22365","Vista Cruiser"
"20001166","22366","Vitesse"
"20001167","22367","Volare"
"20001168","22368","Vue"
"20001169","22369","Vue Hybrid"
"20001170","22370","W150"
"20001171","22371","W350"
"20001172","22372","Wagonaire"
"20001173","22373","Wasp"
"20001174","22374","Wildcat"
"20001175","20229","100"
"20001176","20230","10"
"20001177","20231","100-6"
"20001178","20232","1000"
"20001179","20233","1000B"
"20001180","20234","1000A"
"20001181","20235","1000D"
"20001182","20236","1000C"
"20001183","20237","100S"
"20001184","20238","100M"
"20001185","20239","105"
"20001186","20240","1010"
"20001187","20241","1100"
"20001188","20242","110"
"20001189","20243","1100A"
"20001190","20244","1100C"
"20001191","20245","1100R"
"20001192","20246","115-R Skylark"
"20001193","20247","12"
"20001194","20248","1200"
"20001195","20249","1200B"
"20001196","20250","1200D"
"20001197","20251","1202"
"20001198","20252","1100B"
"20001199","20253","1100D"
"20001200","20254","1208"
"20001201","20255","1110"
"20001202","20256","120C"
"20001203","20257","115C"
"20001204","20258","1210"
"20001205","20259","120"
"20001206","20260","124"
"20001207","20261","1200A"
"20001208","20262","1300"
"20001209","20263","1300B"
"20001210","20264","1300D"
"20001211","20265","1310"
"20001212","20266","138CD"
"20001213","20267","1400"
"20001214","20268","1200C"
"20001215","20269","1402"
"20001216","20270","1201"
"20001217","20271","1407"
"20001218","20272","1207"
"20001219","20273","142"
"20001220","20274","120B"
"20001221","20275","145"
"20001222","20276","120CD"
"20001223","20277","1500"
"20001224","20278","122"
"20001225","20279","1506"
"20001226","20280","1508"
"20001227","20281","128"
"20001228","20282","160"
"20001229","20283","1601"
"20001230","20284","1602"
"20001231","20285","1607"
"20001232","20286","1300A"
"20001233","20287","1608"
"20001234","20288","1300C"
"20001235","20289","170"
"20001236","20290","131"
"20001237","20291","1707"
"20001238","20292","135"
"20001239","20293","170D"
"20001240","20294","180"
"20001241","20295","14"
"20001242","20296","1401"
"20001243","20297","180A"
"20001244","20298","190"
"20001245","20299","1403"
"20001246","20300","190SL"
"20001247","20301","1408"
"20001248","20302","2.4"
"20001249","20303","200"
"20001250","20304","2000"
"20001251","20305","2000 Series"
"20001252","20306","2002"
"20001253","20307","200SX"
"20001254","20308","2011"
"20001255","20309","206 Dino GT"
"20001256","20310","144"
"20001257","20311","210"
"20001258","20312","150"
"20001259","20313","219"
"20001260","20314","1500 S"
"20001261","20315","220 SEb"
"20001262","20316","1507"
"20001263","20317","220A"
"20001264","20318","16"
"20001265","20319","220SE"
"20001266","20320","1600"
"20001267","20321","228"
"20001268","20322","1601D"
"20001269","20323","1603"
"20001270","20324","1607-8 V-12"
"20001271","20325","164"
"20001272","20326","1700"
"20001273","20327","1708"
"20001274","20328","1750"
"20001275","20329","1800"
"20001276","20330","18i"
"20001277","20331","1900"
"20001278","20332","2301"
"20001279","20333","1st Series"
"20001280","20334","20/25"
"20001281","20335","230SL"
"20001282","20336","200 SX"
"20001283","20337","240D"
"20001284","20338","2000 GT"
"20001285","20339","240Z"
"20001286","20340","2000/2000TC"
"20001287","20341","242 DL"
"20001288","20342","200D"
"20001289","20343","2010"
"20001290","20344","2021"
"20001291","20345","21"
"20001292","20346","2100"
"20001293","20347","242GT"
"20001294","20348","220"
"20001295","20349","244DL"
"20001296","20350","2201"
"20001297","20351","245DL"
"20001298","20352","220S"
"20001299","20353","250"
"20001300","20354","2211"
"20001301","20355","250C"
"20001302","20356","230"
"20001303","20357","230S"
"20001304","20358","250SE"
"20001305","20359","240"
"20001306","20360","2600"
"20001307","20361","240SX"
"20001308","20362","262C"
"20001309","20363","264"
"20001310","20364","264GLE"
"20001311","20365","265GL"
"20001312","20366","280"
"20001313","20367","242"
"20001314","20368","280C"
"20001315","20369","242DL"
"20001316","20370","280E"
"20001317","20371","244"
"20001318","20372","280SE"
"20001319","20373","245"
"20001320","20374","280SL"
"20001321","20375","246"
"20001322","20376","280ZX"
"20001323","20377","2500"
"20001324","20378","29"
"20001325","20379","250S"
"20001326","20380","250SL"
"20001327","20381","2nd Series"
"20001328","20382","260Z"
"20001329","20383","262GL"
"20001330","20384","264GL"
"20001331","20385","265"
"20001332","20386","3.0"
"20001333","20387","265GLE"
"20001334","20388","300"
"20001335","20389","2800"
"20001336","20390","3000 Mk II"
"20001337","20391","280CE"
"20001338","20392","3000GT"
"20001339","20393","280S"
"20001340","20394","300C"
"20001341","20395","280SEL"
"20001342","20396","300D"
"20001343","20397","280Z"
"20001344","20398","300S"
"20001345","20399","289"
"20001346","20400","300SE"
"20001347","20401","2CV"
"20001348","20402","300SL"
"20001349","20403","300ZX"
"20001350","20404","304"
"20001351","20405","310"
"20001352","20406","320"
"20001353","20408","325"
"20001354","20409","330"
"20001355","20410","3-Litre"
"20001356","20411","340"
"20001357","20412","3.4"
"20001358","20413","348"
"20001359","20414","3000"
"20001360","20415","350 GT"
"20001361","20416","3000 Mk III"
"20001362","20417","3500/3500S"
"20001363","20418","300B"
"20001364","20419","350Z"
"20001365","20420","360 Modena"
"20001366","20421","300CD"
"20001367","20422","380SEC"
"20001368","20423","380SL"
"20001369","20424","40"
"20001370","20425","400 GT"
"20001371","20426","400i"
"20001372","20427","300M"
"20001373","20428","404"
"20001374","20429","300SD"
"20001375","20430","410"
"20001376","20431","300SEL"
"20001377","20432","412"
"20001378","20433","300TD"
"20001379","20434","428"
"20001380","20435","303"
"20001381","20436","440"
"20001382","20437","308"
"20001383","20438","444"
"20001384","20439","318"
"20001385","20440","450SE"
"20001386","20441","450SL"
"20001387","20442","3200"
"20001388","20443","323"
"20001389","20444","328"
"20001390","20445","335"
"20001391","20446","456 GT"
"20001392","20447","345"
"20001393","20448","4CV"
"20001394","20449","350"
"20001395","20450","50"
"20001396","20451","3500"
"20001397","20452","500 XL"
"20001398","20453","350SL"
"20001399","20454","501"
"20001400","20455","356"
"20001401","20456","503"
"20001402","20457","365"
"20001403","20458","505"
"20001404","20459","380SEL"
"20001405","20460","380SLC"
"20001406","20461","510"
"20001407","20462","400"
"20001408","20463","4000"
"20001409","20464","403"
"20001410","20465","405"
"20001411","20466","512 M"
"20001412","20467","411"
"20001413","20468","52"
"20001414","20469","420"
"20001415","20470","525"
"20001416","20471","430"
"20001417","20472","53"
"20001418","20473","442"
"20001419","20474","445"
"20001420","20475","533"
"20001421","20476","450SEL"
"20001422","20477","54"
"20001423","20478","450SLC"
"20001424","20479","541"
"20001425","20480","456 M"
"20001426","20481","545"
"20001427","20482","4Runner"
"20001428","20483","500"
"20001429","20484","5000"
"20001430","20485","502"
"20001431","20486","504"
"20001432","20487","550"
"20001433","20488","507"
"20001434","20489","550 Maranello"
"20001435","20490","512"
"20001436","20491","575 M"
"20001437","20492","512 TR"
"20001438","20493","60"
"20001439","20494","524"
"20001440","20495","600"
"20001441","20496","528"
"20001442","20497","600D"
"20001443","20498","530"
"20001444","20499","61"
"20001445","20500","535"
"20001446","20501","612 Scaglietti"
"20001447","20502","540"
"20001448","20503","544"
"20001449","20504","55"
"20001450","20505","550 Barchetta"
"20001451","20506","56"
"20001452","20507","618"
"20001453","20508","599 GTB Fiorano"
"20001454","20509","626"
"20001455","20510","60/75"
"20001456","20511","633"
"20001457","20512","6000"
"20001458","20513","640"
"20001459","20514","604"
"20001460","20515","650"
"20001461","20516","610"
"20001462","20517","660"
"20001463","20518","616"
"20001464","20519","680"
"20001465","20520","620"
"20001466","20521","6AA"
"20001467","20522","630"
"20001468","20523","635"
"20001469","20524","645"
"20001470","20525","66"
"20001471","20526","6C-2500"
"20001472","20527","68"
"20001473","20528","710"
"20001474","20529","690"
"20001475","20530","733"
"20001476","20531","6AB"
"20001477","20532","735"
"20001478","20533","700"
"20001479","20534","745"
"20001480","20535","726"
"20001481","20536","750"
"20001482","20537","734"
"20001483","20538","760"
"20001484","20539","740"
"20001485","20540","78"
"20001486","20541","75"
"20001487","20542","80"
"20001488","20543","810"
"20001489","20544","826"
"20001490","20545","833"
"20001491","20546","850"
"20001492","20547","88"
"20001493","20548","8V"
"20001494","20549","9-3"
"20001495","20550","76"
"20001496","20551","9-7X"
"20001497","20552","760GT"
"20001498","20553","900"
"20001499","20554","780"
"20001500","20555","900A"
"20001501","20556","808"
"20001502","20557","902"
"20001503","20558","825"
"20001504","20559","905"
"20001505","20560","827"
"20001506","20561","908B"
"20001507","20562","840"
"20001508","20563","870"
"20001509","20564","880"
"20001510","20565","9-2X"
"20001511","20566","9-5"
"20001512","20567","911"
"20001513","20568","90"
"20001514","20569","914"
"20001515","20570","9000"
"20001516","20571","924"
"20001517","20572","901"
"20001518","20573","929"
"20001519","20574","904"
"20001520","20575","930"
"20001521","20576","906"
"20001522","20577","944"
"20001523","20578","908C"
"20001524","20579","96"
"20001525","20580","912"
"20001526","20581","968"
"20001527","20582","92"
"20001528","20583","928"
"20001529","20584","93"
"20001530","20585","940"
"20001531","20586","95"
"20001532","20587","98"
"20001533","20588","960"
"20001534","20589","A"
"20001535","20590","970"
"20001536","20591","A3"
"20001537","20592","99"
"20001538","20593","A5"
"20001539","20594","A-1"
"20001540","20595","A8"
"20001541","20596","A4"
"20001542","20597","AA35"
"20001543","20598","A6"
"20001544","20599","AMI-6"
"20001545","20600","AA"
"20001546","20601","AW"
"20001547","20602","AIV Roadster"
"20001548","20603","AMX"
"20001549","20604","AW-1"
"20001550","20605","Accent"
"20001551","20606","Accord"
"20001552","20607","Acadia"
"20001553","20608","Ace"
"20001554","20609","Acclaim"
"20001555","20610","Achieva"
"20001556","20611","Accord Hybrid"
"20001557","20612","Advanced Eight"
"20001558","20613","Aceca"
"20001559","20614","Adventurer"
"20001560","20615","Advanced"
"20001561","20616","Aero"
"20001562","20617","Advanced Six"
"20001563","20618","Aerostar"
"20001564","20619","Aerio"
"20001565","20620","Airflow III"
"20001566","20621","Aero 8"
"20001567","20622","Airstream"
"20001568","20623","Alero"
"20001569","20624","Allante"
"20001570","20625","ALPINA B7"
"20001571","20626","Altima"
"20001572","20627","Airflow"
"20001573","20628","Airman"
"20001574","20629","Amanti"
"20001575","20630","Ajax"
"20001576","20631","Ambassador 6"
"20001577","20632","Alfetta"
"20001578","20633","Ambassador Super 8"
"20001579","20634","Alliance"
"20001580","20635","Amigo"
"20001581","20636","Alpine"
"20001582","20637","Aries"
"20001583","20638","Arnage"
"20001584","20639","Altima Hybrid"
"20001585","20640","Ambassador"
"20001586","20641","Ascender"
"20001587","20642","Ambassador 8"
"20001588","20643","American"
"20001589","20644","Apollo"
"20001590","20645","Armada"
"20001591","20646","Arrow"
"20001592","20647","Aspen Hybrid"
"20001593","20648","Aspen"
"20001594","20649","Astra"
"20001595","20650","Astro"
"20001596","20651","Aspire"
"20001597","20652","Aura Green Line"
"20001598","20653","Astre"
"20001599","20654","Aurora"
"20001600","20655","Aura"
"20001601","20656","Avalanche"
"20001602","20657","Aura Hybrid"
"20001603","20658","Avalon"
"20001604","20659","Autocrat"
"20001605","20661","Avanti II"
"20001606","20662","Avanti"
"20001607","20663","Avenger"
"20001608","20665","Axiom"
"20001609","20666","Azera"
"20001610","20667","Aveo"
"20001611","20668","Azure"
"20001612","20669","Aviator"
"20001613","20670","B-102"
"20001614","20671","Axxess"
"20001615","20672","B-112"
"20001616","20673","Aztek"
"20001617","20674","B-100"
"20001618","20675","B-122"
"20001619","20676","B-110"
"20001620","20677","B-132"
"20001621","20678","B-120"
"20001622","20679","B210"
"20001623","20680","B-130"
"20001624","20681","B2300"
"20001625","20682","B2000"
"20001626","20683","B2200"
"20001627","20684","B2500"
"20001628","20685","B3000"
"20001629","20686","B2600"
"20001630","20687","B9 Tribeca"
"20001631","20688","B4000"
"20001632","20689","Barracuda"
"20001633","20690","Baja"
"20001634","20691","New Beetle"
"20001635","20692","Bavaria"
"20001636","20693","Belvedere"
"20001637","20694","Bel Air"
"20001638","20695","Beretta"
"20001639","20696","Biarritz"
"20001640","20697","Big Boy"
"20001641","20698","Big Six"
"20001642","20699","Biscayne"
"20001643","20700","Biturbo"
"20001644","20701","Blackwood"
"20001645","20702","Blazer"
"20001646","20703","Bobcat"
"20001647","20704","Bora"
"20001648","20705","Boxster"
"20001649","20706","Brava"
"20001650","20707","Bluebird"
"20001651","20708","Breeze"
"20001652","20709","Bonneville"
"20001653","20710","Bronco II"
"20001654","20711","Borrego"
"20001655","20712","Brookwood"
"20001656","20713","Brat"
"20001657","20714","Brunn"
"20001658","20715","Bravada"
"20001659","20716","Business PJ"
"20001660","20717","Bronco"
"20001661","20718","C-10"
"20001662","20719","Brooklands"
"20001663","20720","C-1000"
"20001664","20721","Brougham"
"20001665","20722","C-110"
"20001666","20723","C-112"
"20001667","20724","C-120"
"20001668","20725","C-122"
"20001669","20726","C-1300"
"20001670","20727","C-15"
"20001671","20728","Business"
"20001672","20729","C-900"
"20001673","20730","C-1"
"20001674","20731","C-V8"
"20001675","20732","C-100"
"20001676","20733","C20/K20"
"20001677","20734","C-102"
"20001678","20735","C30/K30"
"20001679","20736","C-1100"
"20001680","20737","CA"
"20001681","20738","C-12"
"20001682","20739","CD"
"20001683","20740","C-1200"
"20001684","20741","CG"
"20001685","20742","C-130"
"20001686","20743","C-132"
"20001687","20744","C-5"
"20001688","20745","C-Class"
"20001689","20746","CI"
"20001690","20747","C10/K10"
"20001691","20748","CJ-2A"
"20001692","20749","C30"
"20001693","20750","CJ-3B"
"20001694","20751","C70"
"20001695","20752","CJ-6"
"20001696","20753","CB"
"20001697","20754","CK"
"20001698","20755","CF"
"20001699","20756","CL-Class"
"20001700","20757","CH"
"20001701","20758","CLS-Class"
"20001702","20759","CJ"
"20001703","20760","CO"
"20001704","20761","CJ-3A"
"20001705","20762","CR-V"
"20001706","20763","CT"
"20001707","20764","CX-7"
"20001708","20765","CXT"
"20001709","20766","Cabrio"
"20001710","20767","Calais"
"20001711","20768","California"
"20001712","20769","CJ-5"
"20001713","20770","Camaro"
"20001714","20771","CJ-7"
"20001715","20772","Cameo Carrier"
"20001716","20773","CL"
"20001717","20774","Camry Hybrid"
"20001718","20775","CLK-Class"
"20001719","20776","Canopy"
"20001720","20777","CM-75"
"20001721","20778","Canyon"
"20001722","20779","CP"
"20001723","20780","Capri"
"20001724","20781","CRX"
"20001725","20782","Caprice Classic"
"20001726","20783","Caravan"
"20001727","20784","Caribbean"
"20001728","20785","Carolina"
"20001729","20786","Carrera GT"
"20001730","20787","CTS"
"20001731","20788","CX-9"
"20001732","20789","Catera"
"20001733","20790","Caballero"
"20001734","20791","Cayenne"
"20001735","20792","Cabriolet"
"20001736","20793","Celebrity"
"20001737","20794","Caliber"
"20001738","20795","Centurion"
"20001739","20796","Camargue"
"20001740","20797","Century 6 Model S"
"20001741","20798","Cambridge"
"20001742","20799","Century Series 125"
"20001743","20800","Camry"
"20001744","20801","Century Series M"
"20001745","20802","Camry Solara"
"20001746","20803","Canopy Express"
"20001747","20804","Capital"
"20001748","20805","Caprice"
"20001749","20806","Caravalle"
"20001750","20807","Challenger"
"20001751","20808","Caravelle"
"20001752","20809","Challenger Series"
"20001753","20810","Carina"
"20001754","20811","Champion"
"20001755","20812","Charade"
"20001756","20813","Carrera"
"20001757","20814","Cherokee"
"20001758","20815","Catalina"
"20001759","20816","Chevette"
"20001760","20817","Cavalier"
"20001761","20818","Chieftain"
"20001762","20819","Cayman"
"20001763","20821","Celica"
"20001764","20822","Cirrus"
"20001765","20823","Civic"
"20001766","20824","Classic"
"20001767","20825","Classic Six"
"20001768","20826","Century"
"20001769","20827","Club Wagon"
"20001770","20828","Century 8 Model L"
"20001771","20829","Colony Park"
"20001772","20830","Century Series A"
"20001773","20831","Colt"
"20001774","20832","Challenge Stradale"
"20001775","20833","Comet"
"20001776","20834","Challenger Eight"
"20001777","20835","Commando"
"20001778","20836","Champ"
"20001779","20837","Commodore"
"20001780","20838","Champion Regal"
"20001781","20839","Commuter"
"20001782","20840","Charger"
"20001783","20841","Concord"
"20001784","20842","Chevelle"
"20001785","20843","Chevy II"
"20001786","20844","Chieftain 870"
"20001787","20845","Cimarron"
"20001788","20846","Citation"
"20001789","20847","Confederate"
"20001790","20848","Civic Hybrid"
"20001791","20849","Continental"
"20001792","20850","Classic 6"
"20001793","20851","Continental GT"
"20001794","20852","Clipper"
"20001795","20853","Contour"
"20001796","20854","Cobalt"
"20001797","20855","Cooper Clubman"
"20001798","20856","Colorado"
"20001799","20857","Cooper S Clubman"
"20001800","20858","Comanche"
"20001801","20859","Cordoba"
"20001802","20860","Commander"
"20001803","20861","Corolla"
"20001804","20862","Commercial"
"20001805","20863","Commodore Six"
"20001806","20864","Compass"
"20001807","20865","Concorde"
"20001808","20866","Conquest"
"20001809","20867","Coronet"
"20001810","20868","Continental Flying Spur"
"20001811","20869","Corsair"
"20001812","20870","Continental GTC"
"20001813","20871","Corvair"
"20001814","20872","Cooper"
"20001815","20873","Cosmo"
"20001816","20874","Cooper S"
"20001817","20875","Cosworth Vega"
"20001818","20876","Cordia"
"20001819","20877","Countach"
"20001820","20878","Corniche"
"20001821","20879","Country Club"
"20001822","20880","Corona"
"20001823","20881","Country Squire"
"20001824","20882","Corrado"
"20001825","20883","Corsica"
"20001826","20884","Corvette"
"20001827","20885","Cosmopolitan"
"20001828","20886","Cougar"
"20001829","20887","Country"
"20001830","20888","Coupe Pickup"
"20001831","20889","Country Club Eight"
"20001832","20890","Cranbrook"
"20001833","20891","Coupe"
"20001834","20892","Crestline"
"20001835","20893","Courier"
"20001836","20894","Crestwood"
"20001837","20895","Cressida"
"20001838","20896","Crossfire"
"20001839","20897","Crestliner"
"20001840","20898","Crown Imperial"
"20001841","20899","Cricket"
"20001842","20900","Cruiser"
"20001843","20901","Crown"
"20001844","20902","Custom"
"20001845","20903","Custom 300"
"20001846","20904","Custom 880"
"20001847","20905","Custom Cruiser"
"20001848","20906","Crown Victoria"
"20001849","20907","Custom Eight"
"20001850","20908","Cuda"
"20001851","20909","Custom Six"
"20001852","20910","Custom 12"
"20001853","20911","Cutlass"
"20001854","20912","Custom 500"
"20001855","20913","Cutlass Ciera"
"20001856","20914","Custom 98"
"20001857","20915","Cutlass Salon"
"20001858","20916","Custom Deluxe"
"20001859","20917","Cyclone"
"20001860","20918","Custom Royal"
"20001861","20919","D-1"
"20001862","20920","Customline"
"20001863","20921","D-1100"
"20001864","20922","Cutlass Calais"
"20001865","20923","Cutlass Cruiser"
"20001866","20924","Cutlass Supreme"
"20001867","20925","D"
"20001868","20926","D-1000"
"20001869","20927","D-1300"
"20001870","20928","D-1200"
"20001871","20929","D-2"
"20001872","20930","D-15"
"20001873","20931","D-5"
"20001874","20932","D-2M"
"20001875","20933","D-Type"
"20001876","20934","D-900"
"20001877","20935","D15"
"20001878","20936","D100"
"20001879","20937","D15H"
"20001880","20938","D150"
"20001881","20939","D15LL"
"20001882","20940","D15L"
"20001883","20941","D2"
"20001884","20942","D15M"
"20001885","20943","D21"
"20001886","20944","D29"
"20001887","20945","D5"
"20001888","20946","DA"
"20001889","20947","DB Mark III"
"20001890","20948","D250"
"20001891","20949","DB2/4"
"20001892","20950","D350"
"20001893","20951","DB4GT"
"20001894","20952","D8"
"20001895","20953","DB6"
"20001896","20954","DB"
"20001897","20955","DB7 Vantage"
"20001898","20956","DB2"
"20001899","20957","DBS"
"20001900","20958","DB4"
"20001901","20959","DD"
"20001902","20960","DB5"
"20001903","20961","DB7"
"20001904","20962","DH"
"20001905","20963","DJ-3A"
"20001906","20964","DL"
"20001907","20965","DO"
"20001908","20966","DR"
"20001909","20967","DB9"
"20001910","20968","DS"
"20001911","20969","DC"
"20001912","20970","DS21"
"20001913","20971","DG"
"20001914","20972","DU"
"20001915","20973","DI"
"20001916","20974","Darrin"
"20001917","20975","DK"
"20001918","20976","Dasher"
"20001919","20977","DMC-12"
"20001920","20978","Daytona"
"20001921","20979","DP"
"20001922","20980","DeLuxe Eight"
"20001923","20981","DRXX"
"20001924","20982","DeLuxe PJ"
"20001925","20983","DeVille"
"20001926","20984","Delivery"
"20001927","20985","DS19"
"20001928","20986","Delta 88"
"20001929","20987","DTS"
"20001930","20988","Deluxe 120"
"20001931","20989","Dakota"
"20001932","20990","Deluxe 26"
"20001933","20991","Dart"
"20001934","20992","Deluxe 88"
"20001935","20993","Dauphine"
"20001936","20994","Diablo"
"20001937","20995","Dictator"
"20001938","20996","DeLuxe"
"20001939","20997","Dino"
"20001940","20998","DeLuxe PE"
"20001941","20999","Discovery"
"20001942","21000","DeLuxe Six"
"20001943","21001","Duetto"
"20001944","21002","Defender"
"20001945","21003","Delray"
"20001946","21004","Deluxe"
"20001947","21005","Deluxe 210"
"20001948","21006","Durango Hybrid"
"20001949","21007","Deluxe 28"
"20001950","21008","Dynamic 76"
"20001951","21009","Deluxe Six"
"20001952","21010","Dynamic 88"
"20001953","21011","Diamante"
"20001954","21012","E"
"20001955","21013","Dietrich"
"20001956","21014","E-Class"
"20001957","21015","Diplomat"
"20001958","21016","ECHO"
"20001959","21017","Dragon"
"20001960","21018","EG"
"20001961","21019","Durango"
"20001962","21020","EJ"
"20001963","21021","Duster"
"20001964","21022","EL"
"20001965","21023","EP"
"20001966","21024","ER"
"20001967","21025","ES 300"
"20001968","21026","Dynamic 78"
"20001969","21027","ES 350"
"20001970","21028","Dynasty"
"20001971","21030","E Class"
"20001972","21031","EXP"
"20001973","21032","EC"
"20001974","21033","Eagle 30"
"20001975","21034","ED"
"20001976","21035","Early Special"
"20001977","21036","EH"
"20001978","21037","Eclipse"
"20001979","21038","EK"
"20001980","21039","Edge"
"20001981","21040","EM"
"20001982","21041","Eighty-Eight"
"20001983","21042","EQ"
"20001984","21043","ES 250"
"20001985","21044","ES 330"
"20001986","21045","EU"
"20001987","21046","EX35"
"20001988","21047","Eagle"
"20001989","21048","Eagle 50"
"20001990","21049","Eclat"
"20001991","21050","E150"
"20001992","21051","Eight"
"20001993","21052","El Camino"
"20001994","21053","Elantra"
"20001995","21054","Electra"
"20001996","21055","Element"
"20001997","21056","Elise"
"20001998","21057","Elan"
"20001999","21058","Enclave"
"20002000","21059","Eldorado"
"20002001","21060","Endeavor"
"20002002","21061","Electra 225"
"20002003","21062","Envoy"
"20002004","21063","Envoy XUV"
"20002005","21064","Eos"
"20002006","21065","Equinox"
"20002007","21066","Escalade ESV"
"20002008","21067","Eleven"
"20002009","21068","Escalade Hybrid"
"20002010","21069","Elite"
"20002011","21070","Escape Hybrid"
"20002012","21071","Encore"
"20002013","21072","Espada"
"20002014","21073","Entourage"
"20002015","21074","Esperante"
"20002016","21075","Envoy XL"
"20002017","21076","Esprit V8"
"20002018","21077","Enzo"
"20002019","21078","Estate Wagon"
"20002020","21079","Equator"
"20002021","21080","Europa"
"20002022","21081","Escalade"
"20002023","21082","Excel"
"20002024","21083","Executive"
"20002025","21084","Exige S"
"20002026","21085","Expedition EL"
"20002027","21086","Escalade EXT"
"20002028","21087","Explorer Sport"
"20002029","21088","Escape"
"20002030","21089","Expo"
"20002031","21090","Escort"
"20002032","21091","F"
"20002033","21092","Espada 400 GT"
"20002034","21093","F10"
"20002035","21094","Esprit"
"20002036","21095","F-150"
"20002037","21096","Estate"
"20002038","21097","F-350"
"20002039","21098","Esteem"
"20002040","21099","F40"
"20002041","21100","Eurovan"
"20002042","21101","F-450"
"20002043","21102","Excursion"
"20002044","21103","Exige"
"20002045","21104","Expedition"
"20002046","21105","Explorer"
"20002047","21106","FF-1 Star"
"20002048","21107","Explorer Sport Trac"
"20002049","21108","FX35"
"20002050","21109","Express 1500"
"20002051","21110","FX50"
"20002052","21111","F-85"
"20002053","21112","Fairlane"
"20002054","21113","F100"
"20002055","21114","Fairlane 500 XL"
"20002056","21115","F-250"
"20002057","21116","Fairline"
"20002058","21117","F355"
"20002059","21118","Fairmont Futura"
"20002060","21119","F430"
"20002061","21120","Fast Four"
"20002062","21121","F50"
"20002063","21122","Fiero"
"20002064","21123","Fifth Avenue"
"20002065","21124","Firedome"
"20002066","21125","Firenza"
"20002067","21126","First Series"
"20002068","21127","FJ Cruiser"
"20002069","21128","Fit"
"20002070","21129","FX45"
"20002071","21130","Fleet Special"
"20002072","21131","Fairlady"
"20002073","21132","Fleetmaster"
"20002074","21133","Fairlane 500"
"20002075","21134","Fleetwood"
"20002076","21135","Fairlane GT"
"20002077","21136","Flex"
"20002078","21137","Fairmont"
"20002079","21138","Focus"
"20002080","21139","Falcon"
"20002081","21140","Forenza"
"20002082","21141","Festiva"
"20002083","21142","Four"
"20002084","21143","Freelander"
"20002085","21144","Freestyle"
"20002086","21145","Frontier"
"20002087","21146","Fiesta"
"20002088","21147","Fury"
"20002089","21148","Firebird"
"20002090","21149","Futura"
"20002091","21150","Fireflite"
"20002092","21151","G20"
"20002093","21152","Firesweep"
"20002094","21153","G37"
"20002095","21154","Fisher"
"20002096","21155","G6"
"20002097","21156","Five Hundred"
"20002098","21157","GE"
"20002099","21158","Fleetline"
"20002100","21159","GL-10"
"20002101","21161","GLC"
"20002102","21162","Fleetwood Limo"
"20002103","21163","Flight Hawk"
"20002104","21164","ForTwo"
"20002105","21165","Forester"
"20002106","21166","Fox"
"20002107","21167","GLT"
"20002108","21168","GS 300"
"20002109","21169","Freestar"
"20002110","21170","GS 400"
"20002111","21171","Fregate"
"20002112","21172","GS 450h"
